row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,(Lỗ)/Lợi nhuận trước thuế,01,(346.764.337.208),1.029.166.711.748,,1.0,-346764337208.0,1029166711748.0
2.,2.,2.,Điều chính cho các khoản:,Điều chính cho các khoản:,Điều chính cho các khoản:,Điều chính cho các khoản:,,,,
2.,2. > 2.,2.,Khẩu hao tài sản cố định và bất động sản đầu tư,02,37.846.526.174,39.435.399.579,,2.0,37846526174.0,39435399579.0
2.,2. > 2.,2.,Các khoản dự phòng,03,(1.852.380.279),(3.388.631.446),,3.0,-1852380279.0,-3388631446.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(164.620.929.657),(422.869.194.894),,5.0,-164620929657.0,-422869194894.0
2.,2. > 2.,2.,"Chỉ phí lãi vay (bao gồm lãi vay và các khoản chi phí khác liên quan đến khoản vay, lãi và chi phí phát hành trái phiếu)",06,506.647.192.981,338.070.241.135,,6.0,506647192981.0,338070241135.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,31.256.072.011,980.414.526.122,,8.0,31256072011.0,980414526122.0
3.,2. > 3.,3.,Thay đổi các khoản phải thu,09,349.283.073.745,2.915.448.067.126,,9.0,349283073745.0,2915448067126.0
3.,2. > 3.,3.,Thay đổi hàng tồn kho,10,563.042.782.008,1.095.709.214.149,,10.0,563042782008.0,1095709214149.0
3.,2. > 3.,3.,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(1.868.839.268.813),(2.880.010.354.123),,11.0,-1868839268813.0,-2880010354123.0
3.,2. > 3.,3.,Thay đổi chi phí trả trước,12,35.249.282.338,(12.514.870.695),,12.0,35249282338.0,-12514870695.0
3.,2. > 3.,3.,"Tiền trả lãi vay (bao gồm lãi vay và các khoản chi phí khác liên quan đến khoản vay, lãi và chi phí phát hành trái phiếu) đã trả",14,(547.931.145.879),(396.361.263.853),,14.0,-547931145879.0,-396361263853.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(118.200.770.168),(290.669.601.641),,15.0,-118200770168.0,-290669601641.0
3.,2. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,1.187.900.000.000,-,,16.0,1187900000000.0,
3.,2. > 3.,3.,- Thu hồi đặt cọc mua cổ phần,,1.187.900.000.000,-,,,1187900000000.0,
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(689.150.000.000),(3.027.849.000.000),,17.0,-689150000000.0,-3027849000000.0
3.,2. > 3.,3.,- Chi đặt cọc mua cổ phần,,(689.150.000.000),(3.027.849.000.000),,,-689150000000.0,-3027849000000.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(1.057.389.974.758),(1.615.833.282.915),,20.0,-1057389974758.0,-1615833282915.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(192.958.438.978),(47.735.213.531),,21.0,-192958438978.0,-47735213531.0
2.,II. > 2.,2.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(4.707.371.771.922),(309.360.000.000),,23.0,-4707371771922.0,-309360000000.0
3.,II. > 3.,3.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,4.090.734.271.922,1.898.895.000.000,,24.0,4090734271922.0,1898895000000.0
4.,II. > 4.,4.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(300.000.000.000),(669.472.000.000),,25.0,-300000000000.0,-669472000000.0
5.,II. > 5.,5.,Tăng do hợp nhất kinh doanh,,-,15.799.211.488,,,,15799211488.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,1.495.000.000.000,-,,26.0,1495000000000.0,
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,680.353.063.325,617.618.971.383,,27.0,680353063325.0,617618971383.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,1.065.757.124.347,1.505.745.969.340,,30.0,1065757124347.0,1505745969340.0
