row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,4.201.156.157.370,5.761.339.795.356,,200.0,,4201156157370.0,5761339795356.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.339.600.000.000,2.273.500.000.000,,210.0,,1339600000000.0,2273500000000.0
1.,1.,1.,Phải thu về cho vay dài hạn,215,9,1.339.600.000.000,2.200.000.000.000,,215.0,9.0,1339600000000.0,2200000000000.0
2.,2.,2.,Phải thu dài hạn khác,216,10,,73.500.000.000,,216.0,10.0,,73500000000.0
II.,II.,II.,Tài sản cố định,220,,186.867.786.525,85.751.925.636,,220.0,,186867786525.0,85751925636.0
1.,1.,1.,Tài sản cố định hữu hình,221,14,166.772.841.034,60.513.580.165,,221.0,14.0,166772841034.0,60513580165.0
,,,- Nguyên giá,222,,254.197.211.740,135.880.339.811,,222.0,,254197211740.0,135880339811.0
,,,- Giá trị hao mòn lũy kế,223,,(87.424.370.706),(75.366.759.646),,223.0,,-87424370706.0,-75366759646.0
2.,2.,2.,Tài sản cố định vô hình,227,15,20.094.945.491,25.238.345.471,,227.0,15.0,20094945491.0,25238345471.0
,,,- Nguyên giá,228,,33.445.160.000,33.445.160.000,,228.0,,33445160000.0,33445160000.0
,,,- Giá trị hao mòn lũy kế,229,,(13.350.214.509),(8.206.814.529),,229.0,,-13350214509.0,-8206814529.0
III.,III.,III.,Bất động sản đầu tư,230,16,787.746.192.379,712.802.660.784,,230.0,16.0,787746192379.0,712802660784.0
,,,- Nguyên giá,231,,1.338.152.750.357,1.287.224.354.583,,231.0,,1338152750357.0,1287224354583.0
,,,- Giá trị hao mòn lũy kế,232,,(550.406.557.978),(574.421.693.799),,232.0,,-550406557978.0,-574421693799.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,127.982.942.807,285.473.519.212,,240.0,,127982942807.0,285473519212.0
1.,1.,1.,Chỉ phí xây dựng cơ bản dở dang,242,17,127.982.942.807,285.473.519.212,,242.0,17.0,127982942807.0,285473519212.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,18,1.687.812.456.502,2.403.265.015.095,,250.0,18.0,1687812456502.0,2403265015095.0
1.,1.,1.,Đầu tư vào công ty liên kết,252,,1.297.812.456.502,443.137.443.614,,252.0,,1297812456502.0,443137443614.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,390.000.000.000,1.960.127.571.481,,253.0,,390000000000.0,1960127571481.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,71.146.779.157,546.674.629,,260.0,,71146779157.0,546674629.0
1.,1.,1.,Chỉ phí trả trước dài hạn,261,13,71.146.779.157,546.674.629,,261.0,13.0,71146779157.0,546674629.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,12.139.247.381.785,14.394.873.021.527,,270.0,,12139247381785.0,14394873021527.0
