row_label_raw,row_label_full,STT,Dự án,Địa chỉ,Công ty sở hữu,numeric__Dự án,numeric__Địa chỉ,numeric__Công ty sở hữu
1.,1.,1.,Nhà biệt thụ và nội thất tại biệt thụ Vườn Đào,"Ô số 23 lô D3A.3, khu đấu giá 18,6 ha, phường Tây Hồ, thành phố Hà Nội",Công ty Cổ phần Phát triển Sunshine Homes,,,
2.,2.,2.,Bắt động sản đầu tư liên quan đến Dự án Sunshine Center,"Số 16 Phạm Hùng, phường Từ Liêm, thành phố Hà Nội",Công ty Cổ phần Phát triển Sunshine Homes,,,
3.,3.,3.,Bắt động sản đầu tư liên quan đến Dự án Sunshine City,"Lô đất I.A.23, khu đô thị Nam Thăng Long giai đoạn II, phường Phú Thượng, thành phố Hà Nội",Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,,,
4.,4.,4.,Bắt động sản đầu tư liên quan đến Dự án Sunshine Garden,"Ô quy hoạch I1-HH1, phường Vĩnh Tuy, Hà Nội",Công ty Cổ phần Sao Ánh Dương,,,
5.,5.,5.,Bắt động sản đầu tư liên quan đến Dự án Sunshine Palace,"Lô đất C2/CN3, phường Vĩnh Tuy, Hà Nội",Công ty Cổ phần Sao Ánh Dương,,,
6.,6.,6.,Bắt động sản đầu tư liên quan đến Dự án Sunshine Green Iconic,"Lô đất CT7 thuộc dự án xây dựng hạ tầng kỹ thuật các ô đất thuộc ô quy hoạch C14 và các tuyến đường phụ cận phục vụ công tác đấu giá quyền sử dụng đất tại phường Phúc Lợi, thành phố Hà Nội",Công ty Cổ phần Đầu tư Xây dựng Long Biên,,,
