row_label_raw,row_label_full,col_0,col_1,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__2020Triệu VND,numeric__2019Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(132.196),(97.210),,-132196.0,-97210.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",58,4.564,,58.0,4564.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",1.941,1.766,,1941.0,1766.0
II,II,II,LU'U CHUYÊN TIÊN THUÀNTỪ HOẠT ĐỘNG ĐẦU TƯ,(130.197),(90.880),,-130197.0,-90880.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
04,04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",-,(430.531),,,-430531.0
06,06,06,Tiền thu được do bán cổ phiếu lẻ,-,120,,,120.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,-,(430.411),,,-430411.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,5.773.517,11.777.283,,5773517.0,11777283.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,23.072.972,11.295.689,,23072972.0,11295689.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM (THUYẾT MINH 25),28.846.489,23.072.972,,28846489.0,23072972.0
