row_label_raw,row_label_full,col_0,Cho vaykhách hàngTriệu VND,Mua nợTriệu VND,Chứngkhoán đầu tưTriệu VND,Tiền gửi vàcho vay cácTCTD khácTriệu VND,Tổng cộngTriệu VND,numeric__Cho vaykhách hàngTriệu VND,numeric__Mua nợTriệu VND,numeric__Chứngkhoán đầu tưTriệu VND,numeric__Tiền gửi vàcho vay cácTCTD khácTriệu VND,numeric__Tổng cộngTriệu VND
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,125.224.676,316.532,18.150.471,3.602.200,147.293.879,125224676.0,316532.0,18150471.0,3602200.0,147293879.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,1.438.590,310,-,-,1.438.900,1438590.0,310.0,,,1438900.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,406.826,387,-,-,407.213,406826.0,387.0,,,407213.0
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,372.158,666,-,-,372.824,372158.0,666.0,,,372824.0
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,1.757.558,11.229,-,-,1.768.787,1757558.0,11229.0,,,1768787.0
,,,129.199.808,329.124,18.150.471,3.602.200,151.281.603,129199808.0,329124.0,18150471.0,3602200.0,151281603.0
