row_label_raw,row_label_full,Loại tiền,Mức tănglãi suất31/12/2020,Mức độ ảnh hưởngđến kết quả hoạt độngkinh doanh cho nămkết thúc ngày31/12/2019Triệu VND,numeric__Mức tănglãi suất31/12/2020,numeric__Mức độ ảnh hưởngđến kết quả hoạt độngkinh doanh cho nămkết thúc ngày31/12/2019Triệu VND
VND,VND,VND,"1,00%",95.067,0.01,95067.0
USD,USD,USD,"0,25%",88.054,0.0025,88054.0
