row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Ngân VND > Năm nay,Ngân VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Ngân VND > Năm nay,numeric__Ngân VND > Năm trước
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,Lãi cho vay,56.475.604,85.319.657,,,56475604.0,85319657.0
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,Bán hàng hóa,18.191.087,12.034.893,,,18191087.0,12034893.0
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,Chỉ hộ,6.232.685,13.526.402,,,6232685.0,13526402.0
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,Cho vay,5.183.351,-,,,5183351.0,
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,Góp vốn,-,48.442.490,,,,48442490.0
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,Cấn trừ công nợ,-,30.154.260,,,,30154260.0
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,Mua hàng hóa,-,5.430.769,,,,5430769.0
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,Cấn trừ công nợ,-,19.158.012,,,,19158012.0
HA Rattanakiri,HA Rattanakiri,HA Rattanakiri,Công ty con,Lãi cho vay,45.109.208,91.372.420,,,45109208.0,91372420.0
Bidiphar,Bidiphar,Bidiphar,Công ty liên kết,Cổ tức được chia,26.144.558,20.915.646,,,26144558.0,20915646.0
Công Ty TNHH Phân Phối Thaco Auto,Công Ty TNHH Phân Phối Thaco Auto,Công Ty TNHH Phân Phối Thaco Auto,Công ty con của công ty có cùng thành viên HĐQT,Mua hàng hóa,22.500.000,-,,,22500000.0,
CRD,CRD,CRD,Công ty con,Bán hàng hóa,10.595.486,13.485.975,,,10595486.0,13485975.0
CRD,CRD,CRD,Công ty con,Cấn trừ công nợ,6.033.178,5.045.482,,,6033178.0,5045482.0
CRD,CRD,CRD,Công ty con,Mua hàng hóa,-,22.840.870,,,,22840870.0
Chăn Nuôi Bò Trung Nguyên,Chăn Nuôi Bò Trung Nguyên,Chăn Nuôi Bò Trung Nguyên,Công ty con của công ty có cùng thành viên HĐQT,Cấn trừ công nợ,695.340,-,,,695340.0,
Chăn Nuôi Bò Trung Nguyên,Chăn Nuôi Bò Trung Nguyên,Chăn Nuôi Bò Trung Nguyên,Công ty con của công ty có cùng thành viên HĐQT,Bán hàng hóa,64.500,-,,,64500.0,
Chăn Nuôi Bò Trung Nguyên,Chăn Nuôi Bò Trung Nguyên,Chăn Nuôi Bò Trung Nguyên,Công ty con của công ty có cùng thành viên HĐQT,Cung cấp dịch vụ,8.536,-,,,8536.0,
Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Công ty con của công ty có cùng thành viên HĐQT,Bán hàng hóa,306.065,4.993.411,,,306065.0,4993411.0
Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Công ty con của công ty có cùng thành viên HĐQT,Thu lãi cho vay,239.007,-,,,239007.0,
Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Công ty con của công ty có cùng thành viên HĐQT,Thu gốc cho vay,-,431.577.294,,,,431577294.0
Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Công ty con của công ty có cùng thành viên HĐQT,Lãi cho vay,-,24.200.651,,,,24200651.0
Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Công ty con của công ty có cùng thành viên HĐQT,Mua hàng hóa,-,638.580,,,,638580.0
HA Đắk Lắk,HA Đắk Lắk,HA Đắk Lắk,Công ty con của công ty có cùng thành viên HĐQT,Mua hàng hóa,370.332,-,,,370332.0,
HA Đắk Lắk,HA Đắk Lắk,HA Đắk Lắk,Công ty con của công ty có cùng thành viên HĐQT,Cấn trừ công nợ,-,251.542.904,,,,251542904.0
XNK HAGL,XNK HAGL,XNK HAGL,Công ty con,Mua tài sản cố định,150.803,-,,,150803.0,
XNK HAGL,XNK HAGL,XNK HAGL,Công ty con,Cấn trừ công nợ,-,38.496.009,,,,38496009.0
XNK HAGL,XNK HAGL,XNK HAGL,Công ty con,Mua hàng hóa,-,99.046,,,,99046.0
Công ty TNHH MTV An Đông Mia (“An Dong Mia”),Công ty TNHH MTV An Đông Mia (“An Dong Mia”),Công ty TNHH MTV An Đông Mia (“An Dong Mia”),Công ty con của công ty có cùng thành viên HĐQT,Thu gốc cho vay,-,154.759.772,,,,154759772.0
Công ty TNHH MTV An Đông Mia (“An Dong Mia”),Công ty TNHH MTV An Đông Mia (“An Dong Mia”),Công ty TNHH MTV An Đông Mia (“An Dong Mia”),Công ty con của công ty có cùng thành viên HĐQT,Lãi cho vay,-,8.458.788,,,,8458788.0
