row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,82.649.067,258.356.458,82649067.0,258356458.0
Phải trả các bên liên quan từ việc cán trừ công nợ,Phải trả các bên liên quan từ việc cán trừ công nợ,Phải trả các bên liên quan từ việc cán trừ công nợ,65.584.210,239.175.177,65584210.0,239175177.0
Phải trả khác,Phải trả khác,Phải trả khác,17.064.857,19.181.281,17064857.0,19181281.0
Dài hạn,Dài hạn,Dài hạn,133.588.694,191.454.233,133588694.0,191454233.0
Phải trả các bên liên quan từ việc cán trừ công nợ,Phải trả các bên liên quan từ việc cán trừ công nợ,Phải trả các bên liên quan từ việc cán trừ công nợ,97.048.755,154.914.294,97048755.0,154914294.0
Mượn tiền,Mượn tiền,Mượn tiền,36.539.939,36.539.939,36539939.0,36539939.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,216.237.761,449.810.691,216237761.0,449810691.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả dài hạn bên liên quan (TM số 27),Trong đó: > Phải trả dài hạn bên liên quan (TM số 27),Phải trả dài hạn bên liên quan (TM số 27),97.048.755,154.914.294,97048755.0,154914294.0
Phải trả ngắn hạn bên liên quan (TM số 27),Trong đó: > Phải trả ngắn hạn bên liên quan (TM số 27),Phải trả ngắn hạn bên liên quan (TM số 27),65.584.210,241.743.308,65584210.0,241743308.0
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,53.604.796,53.153.089,53604796.0,53153089.0
