row_label_raw,row_label_full,Ông Trần Bá Dương,Chủ tịch,-,-_1,numeric__Chủ tịch,numeric__-,numeric__-_1
Ông Đoàn Nguyễn Đức,Ông Đoàn Nguyễn Đức,Ông Đoàn Nguyễn Đức,Phó chủ tịch,144.000,144.000,,144000.0,144000.0
Ông Trần Bảo Sơn,Ông Trần Bảo Sơn,Ông Trần Bảo Sơn,Thành viên/Tổng Giám đốc,-,-,,,
Ông Nguyễn Hoàng Phi,Ông Nguyễn Hoàng Phi,Ông Nguyễn Hoàng Phi,Thành viên/Phó Tổng Giám Đốc,-,-,,,
Ông Nguyễn Phúc,Ông Nguyễn Phúc,Ông Nguyễn Phúc,,,,,,
Thịnh,Thịnh,Thịnh,Thành viên,-,-,,,
Bà Võ Thị Mỹ Hạnh,Thịnh > Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Thành viên/Tổng Giám đốccho đến ngày 16 tháng 4năm 2022,30.000,120.000,,30000.0,120000.0
