row_label_raw,row_label_full,HA Attapeu,Công ty con,Lãi cho vay,1.507.685.122,1.410.126.601,numeric__Công ty con,numeric__Lãi cho vay,numeric__1.507.685.122,numeric__1.410.126.601
HAQM Lào,HAQM Lào,HAQM Lào,Công ty con,Lãi cho vay,66.400.822,46.599.555,,,66400822.0,46599555.0
HAQM Lào,HAQM Lào,HAQM Lào,Công ty con,Chỉ hộ,30.279.122,29.341.187,,,30279122.0,29341187.0
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,Lãi cho vay,2.629.708,-,,,2629708.0,
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan,Lãi cho vay,-,239.008,,,,239008.0
