row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
THAGRICO,THAGRICO,THAGRICO,Công ty có cùng thành viên HĐQT,
HAG,HAG,HAG,Cổ đông lớn,
HA Attapeu,HA Attapeu,HA Attapeu,Công ty con,
HA Oyadav,HA Oyadav,HA Oyadav,Công ty con,
HAQM Lào,HAQM Lào,HAQM Lào,Công ty con,
HA Rattanakiri,HA Rattanakiri,HA Rattanakiri,Công ty con,
XNK HAGL,XNK HAGL,XNK HAGL,Công ty con,
CRD,CRD,CRD,Công ty con,
Heng Brothers,Heng Brothers,Heng Brothers,Công ty con,
"Công ty TNHH MTV Cao su Hoàng Anh Quang Minh (""HAQM Việt Nam"")","Công ty TNHH MTV Cao su Hoàng Anh Quang Minh (""HAQM Việt Nam"")","Công ty TNHH MTV Cao su Hoàng Anh Quang Minh (""HAQM Việt Nam"")",Công ty con của Công ty có cùng thành viên HĐQT,
"Công ty TNHH MTV Hoàng Anh An Đông Meas (""HA Andong Meas"")","Công ty TNHH MTV Hoàng Anh An Đông Meas (""HA Andong Meas"")","Công ty TNHH MTV Hoàng Anh An Đông Meas (""HA Andong Meas"")",Công ty con của Công ty có cùng thành viên HĐQT,
HA Lumphat,HA Lumphat,HA Lumphat,Công ty con của Công ty có cùng thành viên HĐQT,
"Công ty Cổ phần Hoàng Anh Đắk Lắk (""HA Đắk Lắk"")","Công ty Cổ phần Hoàng Anh Đắk Lắk (""HA Đắk Lắk"")","Công ty Cổ phần Hoàng Anh Đắk Lắk (""HA Đắk Lắk"")",Công ty con của Công ty có cùng thành viên HĐQT,
"Công ty TNHH Giao Nhận Vận Chuyển Quốc Tế Trường Hải (""THILOGI"")","Công ty TNHH Giao Nhận Vận Chuyển Quốc Tế Trường Hải (""THILOGI"")","Công ty TNHH Giao Nhận Vận Chuyển Quốc Tế Trường Hải (""THILOGI"")",Công ty con của Công ty có cùng thành viên HĐQT,
Công ty TNHH Giao nhận Vận chuyển Ô tô và Linh kiện phụ tùng Thilogi,Công ty TNHH Giao nhận Vận chuyển Ô tô và Linh kiện phụ tùng Thilogi,Công ty TNHH Giao nhận Vận chuyển Ô tô và Linh kiện phụ tùng Thilogi,Công ty con của Công ty có cùng thành viên HĐQT,
Công ty TNHH MTV Cây ăn trái Thagrico,Công ty TNHH MTV Cây ăn trái Thagrico,Công ty TNHH MTV Cây ăn trái Thagrico,Công ty con của Công ty có cùng thành viên HĐQT,
Cao nguyên,Cao nguyên,Cao nguyên,Công ty con của Công ty có cùng thành viên HĐQT,
"Công ty TNHH MTV Bò sữa Tây Nguyên (""Bò sữa Tây Nguyên"")","Công ty TNHH MTV Bò sữa Tây Nguyên (""Bò sữa Tây Nguyên"")","Công ty TNHH MTV Bò sữa Tây Nguyên (""Bò sữa Tây Nguyên"")",Công ty con của Công ty có cùng thành viên HĐQT,
"Công ty TNHH Hưng Thắng Lợi Gia Lai (""Hưng Thắng Lợi"")","Công ty TNHH Hưng Thắng Lợi Gia Lai (""Hưng Thắng Lợi"")","Công ty TNHH Hưng Thắng Lợi Gia Lai (""Hưng Thắng Lợi"")",Công ty con của Công ty có cùng thành viên HĐQT,
"Công ty TNHH MTV Chăn Nuôi Bò Trung Nguyên (""Chăn Nuôi Bò Trung Nguyên"")","Công ty TNHH MTV Chăn Nuôi Bò Trung Nguyên (""Chăn Nuôi Bò Trung Nguyên"")","Công ty TNHH MTV Chăn Nuôi Bò Trung Nguyên (""Chăn Nuôi Bò Trung Nguyên"")",Công ty con của Công ty có cùng thành viên HĐQT,
Công ty TNHH MTV Cao Su Trung Nguyên,Công ty TNHH MTV Cao Su Trung Nguyên,Công ty TNHH MTV Cao Su Trung Nguyên,Công ty con của Công ty có cùng thành viên HĐQT,
