row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,8.659.726,128.877.339,8659726.0,128877339.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,6.906.219,119.823.819,6906219.0,119823819.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,1.541.637,4.756.912,1541637.0,4756912.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,196.700,1.082.060,196700.0,1082060.0
Khác,Khác,Khác,15.170,3.214.548,15170.0,3214548.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,38.273.541,270.161.652,38273541.0,270161652.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,17.963.226,245.459.928,17963226.0,245459928.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,5.058.178,7.782.431,5058178.0,7782431.0
Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,1.418.175,1.633.694,1418175.0,1633694.0
Khác,Khác,Khác,13.833.962,15.285.599,13833962.0,15285599.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,46.933.267,399.038.991,46933267.0,399038991.0
