row_label_raw,row_label_full,col_0,Miền Bắc triệu đồng,Miền Trung triệu đồng,Miền Nam triệu đồng,Tổng cộng triệu đồng,numeric__Miền Bắc triệu đồng,numeric__Miền Trung triệu đồng,numeric__Miền Nam triệu đồng,numeric__Tổng cộng triệu đồng
I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,,,,
1. Tổng doanh thu,I. Kết quả kinh doanh bộ phận > 1. Tổng doanh thu,1. Tổng doanh thu,24.153.776,897.281,5.967.054,31.018.111,24153776.0,897281.0,5967054.0,31018111.0
2. Tổng chi phí hoạt động,I. Kết quả kinh doanh bộ phận > 2. Tổng chi phí hoạt động,2. Tổng chi phí hoạt động,19.690.530,765.475,3.503.732,23.959.737,19690530.0,765475.0,3503732.0,23959737.0
Tổng lợi nhuận trước thuế,I. Kết quả kinh doanh bộ phận > Tổng lợi nhuận trước thuế,Tổng lợi nhuận trước thuế,4.463.246,131.806,2.463.322,7.058.374,4463246.0,131806.0,2463322.0,7058374.0
II. Tài sản,I. Kết quả kinh doanh bộ phận > II. Tài sản,II. Tài sản,337.494.009,9.835.004,60.344.928,407.673.941,337494009.0,9835004.0,60344928.0,407673941.0
III. Nợ phải trả,I. Kết quả kinh doanh bộ phận > III. Nợ phải trả,III. Nợ phải trả,297.326.741,9.624.214,58.276.928,365.227.883,297326741.0,9624214.0,58276928.0,365227883.0
