row_label_raw,row_label_full,col_0,Quyền sử dụng đất triệu đồng,Phần mềm máy vi tính triệu đồng,TSCĐ vô hình khác triệu đồng,Tổng cộng triệu đồng,numeric__Quyền sử dụng đất triệu đồng,numeric__Phần mềm máy vi tính triệu đồng,numeric__TSCĐ vô hình khác triệu đồng,numeric__Tổng cộng triệu đồng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,69.315,574.675,22.086,666.076,69315.0,574675.0,22086.0,666076.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,43.965,400,44.365,,43965.0,400.0,44365.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,-,(809),(1.832),(2.641),,-809.0,-1832.0,-2641.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,69.315,617.831,20.654,707.800,69315.0,617831.0,20654.0,707800.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,909,449.470,15.390,465.769,909.0,449470.0,15390.0,465769.0
Hao mòn trong năm,Giá trị hao mòn luỹ kế > Hao mòn trong năm,Hao mòn trong năm,973,31.299,2.794,35.066,973.0,31299.0,2794.0,35066.0
Thanh lý trong năm,Giá trị hao mòn luỹ kế > Thanh lý trong năm,Thanh lý trong năm,-,(809),(1.832),(2.641),,-809.0,-1832.0,-2641.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,1.882,479.960,16.352,498.194,1882.0,479960.0,16352.0,498194.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,68.406,125.205,6.696,200.307,68406.0,125205.0,6696.0,200307.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,67.433,137.871,4.302,209.606,67433.0,137871.0,4302.0,209606.0
