row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025triệu đồng,Ngày 31 tháng 12năm 2024triệu đồng,numeric__Ngày 31 tháng 12năm 2025triệu đồng,numeric__Ngày 31 tháng 12năm 2024triệu đồng
Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,79.154.266,59.769.136,79154266.0,59769136.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,29.248.748,14.141.416,29248748.0,14141416.0
- Bằng VND,- Bằng VND,- Bằng VND,28.953.590,13.832.612,28953590.0,13832612.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,295.158,308.804,295158.0,308804.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,49.905.518,45.627.720,49905518.0,45627720.0
- Bằng VND,- Bằng VND,- Bằng VND,45.679.896,43.438.205,45679896.0,43438205.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,4.225.622,2.189.515,4225622.0,2189515.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,29.455.943,32.420.329,29455943.0,32420329.0
Bằng VND,Bằng VND,Bằng VND,12.439.348,24.467.402,12439348.0,24467402.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,17.016.595,7.952.927,17016595.0,7952927.0
,,,108.610.209,92.189.465,108610209.0,92189465.0
