row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Thuyết minh,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,24,21.601.251,18.681.257,24.0,21601251.0,18681257.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,25,(10.653.757),(8.438.193),25.0,-10653757.0,-8438193.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,10.947.494,10.243.064,,10947494.0,10243064.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,2.377.357,1.834.793,,2377357.0,1834793.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(624.493),(480.738),,-624493.0,-480738.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,26,1.752.864,1.354.055,26.0,1752864.0,1354055.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,27,844.989,1.055.874,27.0,844989.0,1055874.0
Lỗ thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ mua bán chứng khoán kinh doanh,28,(74),(478),28.0,-74.0,-478.0
(Lỗ)/Lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/Lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/Lãi thuần từ mua bán chứng khoán đầu tư,29,(76.632),273.491,29.0,-76632.0,273491.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,608.354,1.869.859,,608354.0,1869859.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(32.501),(577.625),,-32501.0,-577625.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,30,575.853,1.292.234,30.0,575853.0,1292234.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,31,(5.067.703),(5.229.935),31.0,-5067703.0,-5229935.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,8.976.791,8.988.305,,8976791.0,8988305.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,32,(1.918.417),(2.084.463),32.0,-1918417.0,-2084463.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,7.058.374,6.903.842,,7058374.0,6903842.0
Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,33,(1.429.854),(1.384.465),33.0,-1429854.0,-1384465.0
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,,(1.429.854),(1.384.465),,-1429854.0,-1384465.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,5.628.520,5.519.377,,5628520.0,5519377.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),34,1.804,1.769,34.0,1804.0,1769.0
