row_label_raw,row_label_full,col_0,Chưa bị giảm giáTriệu đồng,Bị giảm giánhưng không códự phòngTriệu đồng,Bị giảm giá vàcó dự phòngTriệu đồng,Tổng côngTriệu đồng,numeric__Chưa bị giảm giáTriệu đồng,numeric__Bị giảm giánhưng không códự phòngTriệu đồng,numeric__Bị giảm giá vàcó dự phòngTriệu đồng,numeric__Tổng côngTriệu đồng
Tiền gửi có kỳ hạn tạivà cho vay các TCTDkhác,Tiền gửi có kỳ hạn tạivà cho vay các TCTDkhác,Tiền gửi có kỳ hạn tạivà cho vay các TCTDkhác,44.156.159,-,-,44.156.159,44156159.0,,,44156159.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,197.341.732,2.438.748,5.428.355,205.208.835,197341732.0,2438748.0,5428355.0,205208835.0
"Chứng khoán nợ docác TCTD, TCKT trongnước phát hành","Chứng khoán nợ docác TCTD, TCKT trongnước phát hành","Chứng khoán nợ docác TCTD, TCKT trongnước phát hành",49.507.504,376.000,-,49.883.504,49507504.0,376000.0,,49883504.0
Tải sản có rủi ro tíndụng khác,Tải sản có rủi ro tíndụng khác,Tải sản có rủi ro tíndụng khác,-,4.001.159,-,4.001.159,,4001159.0,,4001159.0
Tổng cộng,Tổng cộng,Tổng cộng,291.005.395,6.815.907,5.428.355,303.249.657,291005395.0,6815907.0,5428355.0,303249657.0
