row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025triệu đồng,Ngày 31 tháng 12năm 2024triệu đồng,numeric__Ngày 31 tháng 12năm 2025triệu đồng,numeric__Ngày 31 tháng 12năm 2024triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,59.247.924,54.249.986,59247924.0,54249986.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,29.812.804,14.735.986,29812804.0,14735986.0
- Bằng VND,- Bằng VND,- Bằng VND,28.591.162,13.640.176,28591162.0,13640176.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.221.642,1.095.810,1221642.0,1095810.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,29.435.120,39.514.000,29435120.0,39514000.0
- Bằng VND,- Bằng VND,- Bằng VND,28.910.000,39.260.000,28910000.0,39260000.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,525.120,254.000,525120.0,254000.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,14.721.039,6.686.164,14721039.0,6686164.0
Bằng VND,Bằng VND,Bằng VND,10.764.260,6.556.772,10764260.0,6556772.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,3.956.779,129.392,3956779.0,129392.0
,,,73.968.963,60.936.150,73968963.0,60936150.0
