row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025%/năm,Ngày 31 tháng 12năm 2024%/năm,numeric__Ngày 31 tháng 12năm 2025%/năm,numeric__Ngày 31 tháng 12năm 2024%/năm
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,"0,00 - 0,50","0,00 - 0,50",,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"0,50 - 6,20","0,50 - 6,50",,
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng VND > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,"0,00","0,00",0.0,0.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng VND > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,00","0,00",0.0,0.0
