row_label_raw,row_label_full,col_0,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",92.470,92.586,92470.0,92586.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.341.676,2.901.850,2341676.0,2901850.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,1.962.367,2.523.672,1962367.0,2523672.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,220.408,228.952,220408.0,228952.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,77.067,59.741,77067.0,59741.0
Các khoản chi khác,Các khoản chi khác,Các khoản chi khác,81.834,89.485,81834.0,89485.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.046.496,803.478,1046496.0,803478.0
Khấu hao tài sản có định,Khấu hao tài sản có định,Khấu hao tài sản có định,123.609,101.057,123609.0,101057.0
Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,167.468,138.192,167468.0,138192.0
Thuê tài sản,Thuê tài sản,Thuê tài sản,677.507,514.184,677507.0,514184.0
Mua sắm công cụ lao động,Mua sắm công cụ lao động,Mua sắm công cụ lao động,71.669,42.943,71669.0,42943.0
Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,6.243,7.102,6243.0,7102.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.469.698,1.317.058,1469698.0,1317058.0
Công tác phí,Công tác phí,Công tác phí,91.829,82.903,91829.0,82903.0
"Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn",172.255,180.452,172255.0,180452.0
Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,1.205.614,1.053.703,1205614.0,1053703.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",125.603,109.952,125603.0,109952.0
(Hoàn nhập)/ Trích lập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),(Hoàn nhập)/ Trích lập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),(Hoàn nhập)/ Trích lập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),(8.240),5.011,-8240.0,5011.0
,,,5.067.703,5.229.935,5067703.0,5229935.0
