row_label_raw,row_label_full,col_0,col_1,Tài chính ngân hàng triệu đồng,Khác triệu đồng,Loại trừ giao dịch/số dư nội bộ triệu đồng,Tổng cộng triệu đồng,numeric__col_1,numeric__Tài chính ngân hàng triệu đồng,numeric__Khác triệu đồng,numeric__Loại trừ giao dịch/số dư nội bộ triệu đồng,numeric__Tổng cộng triệu đồng
III.,III.,III.,Tài sản,417.971.389,-,(10.297.448),407.673.941,,417971389.0,,-10297448.0,407673941.0
1.,1.,1.,Tiền mặt,1.458.540,-,-,1.458.540,,1458540.0,,,1458540.0
2.,2.,2.,Tài sản cố định,497.775,-,-,497.775,,497775.0,,,497775.0
3.,3.,3.,Tài sản khác,416.015.074,-,(10.297.448),405.717.626,,416015074.0,,-10297448.0,405717626.0
IV.,IV.,IV.,Nợ phải trả,373.828.255,-,(8.600.372),365.227.883,,373828255.0,,-8600372.0,365227883.0
1.,1.,1.,Nợ phải trả khách hàng bên ngoài,2.006.461,-,-,2.006.461,,2006461.0,,,2006461.0
2.,2.,2.,Nợ phải trả nội bộ,438.536,-,-,438.536,,438536.0,,,438536.0
3.,3.,3.,Nợ phải trả khác,371.383.258,-,(8.600.372),362.782.886,,371383258.0,,-8600372.0,362782886.0
