row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12 năm 2025 triệu đồng,Ngày 31 tháng 12 năm 2024 triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2025 triệu đồng,numeric__Ngày 31 tháng 12 năm 2024 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,1.458.540,1.203.088,5.0,1458540.0,1203088.0
"Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")","TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")","Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")",6,9.819.956,5.494.784,6.0,9819956.0,5494784.0
"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",7,73.968.963,60.936.150,7.0,73968963.0,60936150.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,,59.247.924,54.249.986,,59247924.0,54249986.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,,14.721.039,6.686.164,,14721039.0,6686164.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,202.358.240,173.467.381,,202358240.0,173467381.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,205.208.835,176.493.451,9.0,205208835.0,176493451.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,10,(2.850.595),(3.026.070),10.0,-2850595.0,-3026070.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,11,97.293.272,65.569.856,11.0,97293272.0,65569856.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,97.307.982,65.604.781,,97307982.0,65604781.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,,(14.710),(34.925),,-14710.0,-34925.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",12,1.236,12.030,12.0,1236.0,12030.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,1.236,17.049,,1236.0,17049.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,-,(5.019),,,-5019.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,497.775,432.744,,497775.0,432744.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,13,288.169,232.437,13.0,288169.0,232437.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,837.302,746.188,,837302.0,746188.0
Khẩu hao lũy kế,TÀI SẢN > Khẩu hao lũy kế,Khẩu hao lũy kế,,(549.133),(513.751),,-549133.0,-513751.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14,209.606,200.307,14.0,209606.0,200307.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,707.800,666.076,,707800.0,666076.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(498.194),(465.769),,-498194.0,-465769.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15,22.275.959,13.032.056,15.0,22275959.0,13032056.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,15.1,11.435.399,7.481.076,151.0,11435399.0,7481076.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",15.2,10.202.761,4.897.832,152.0,10202761.0,4897832.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15.3,674.780,710.611,153.0,674780.0,710611.0
- Trong đó: Lợi thế thương mại,TÀI SẢN > - Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,16,-,5.142,16.0,,5142.0
Dự phòng rủi ro tài sản Có khác,TÀI SẢN > Dự phòng rủi ro tài sản Có khác,Dự phòng rủi ro tài sản Có khác,15.4,(36.981),(57.463),154.0,-36981.0,-57463.0
TỔNG TÀI SẢN CÓ,TÀI SẢN > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,407.673.941,320.148.089,,407673941.0,320148089.0
