row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025%/năm,Ngày 31 tháng 12năm 2024%/năm,numeric__Ngày 31 tháng 12năm 2025%/năm,numeric__Ngày 31 tháng 12năm 2024%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"5,90 - 9,70","3,05 - 5,90",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng VND > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"3,80","4,50",3.8,4.5
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"5,00 - 7,10","4,60 - 7,00",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"3,90 - 4,70","4,60 - 6,26",,
