row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Năm tài chính kết thúc ngày 31 tháng 12 năm 2023_1,Năm tài chính kết thúc ngày 31 tháng 12 năm 2023_2,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm 2023,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm 2023_1,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm 2023_2
,,,Số liệu bảo cáo trước đây,Điều chỉnh,Số liệu trình bày lại,,,
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),11.556.804.668.103,-,11.556.804.668.103,11556804668103.0,,11556804668103.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)",(173.750.000.000),(194.885.350.513),(368.635.350.513),-173750000000.0,-194885350513.0,-368635350513.0
,,,11.363.054.668.103,(194.885.350.513),11.188.169.317.590,11363054668103.0,-194885350513.0,11188169317590.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),2.296.739.847,45.933.072,2.342.672.919,2296739847.0,45933072.0,2342672919.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),4.956,(180),4.776,4956.0,-180.0,4776.0
