row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
100,100,100,TÀI SẢN NGẮN HẠN,,54.057.070.324.400,59.378.371.646.127,,,54057070324400.0,59378371646127.0
110,110,110,Tiền và các khoản tương đương tiền,3,3.555.225.811.429,3.649.309.062.679,,3.0,3555225811429.0,3649309062679.0
111,111,111,Tiền,,855.225.811.429,849.309.062.679,,,855225811429.0,849309062679.0
112,112,112,Các khoản tương đương tiền,,2.700.000.000.000,2.800.000.000.000,,,2700000000000.0,2800000000000.0
120,120,120,Khoản đầu tư tài chính ngắn hạn,,25.981.047.224.416,34.136.473.735.678,,,25981047224416.0,34136473735678.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(a),25.981.047.224.416,34.136.473.735.678,,,25981047224416.0,34136473735678.0
130,130,130,Các khoản phải thu ngắn hạn,,20.045.602.897.653,17.524.505.185.873,,,20045602897653.0,17524505185873.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,18.242.910.645.317,13.630.226.451.735,,5.0,18242910645317.0,13630226451735.0
132,132,132,Trả trước cho người bán ngắn hạn,6,340.128.211.226,237.525.421.274,,6.0,340128211226.0,237525421274.0
136,136,136,Phải thu ngắn hạn khác,7(a),4.523.515.561.223,4.812.980.996.391,,,4523515561223.0,4812980996391.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(3.060.951.520.113),(1.156.227.683.527),,8.0,-3060951520113.0,-1156227683527.0
140,140,140,Hàng tồn kho,9,4.132.781.697.983,3.586.546.096.372,,9.0,4132781697983.0,3586546096372.0
141,141,141,Hàng tồn kho,,4.245.795.847.533,3.690.896.935.056,,,4245795847533.0,3690896935056.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(113.014.149.550),(104.350.838.684),,,-113014149550.0,-104350838684.0
150,150,150,Tài sản ngắn hạn khác,,342.412.692.919,481.537.565.525,,,342412692919.0,481537565525.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),18.323.303.154,27.043.301.355,,,18323303154.0,27043301355.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",14(a),305.136.669.612,423.870.350.098,,,305136669612.0,423870350098.0
153,153,153,Thuế và các khoản phải thu Nhà nước,14(b),18.952.720.153,30.623.914.072,,,18952720153.0,30623914072.0
