row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2024VND,2023VND,,,,
01,Mãsố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,99.401.751.288.148,86.755.991.195.675,,,99401751288148.0,86755991195675.0
10,Mãsố > 10,10,Doanh thu thuần về bán hàng vàcung cấp dịch vụ,25,99.401.751.288.148,86.755.991.195.675,,25.0,99401751288148.0,86755991195675.0
11,Mãsố > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,83.311.867.096.527,71.202.718.090.615,,26.0,83311867096527.0,71202718090615.0
20,Mãsố > 20,20,Lợi nhuận gộp về bán hàng và cung cấpdịch vụ (20 = 10 - 11),,16.089.884.191.621,15.553.273.105.060,,,16089884191621.0,15553273105060.0
21,Mãsố > 21,21,Doanh thu hoạt động tài chính,27,1.794.148.520.947,2.433.380.762.073,,27.0,1794148520947.0,2433380762073.0
22,Mãsố > 22,22,Chi phí tài chính,28,714.085.858.180,658.864.615.797,,28.0,714085858180.0,658864615797.0
23,Mãsố > 23,23,- Trong đó: Chi phí lãi vay,28,310.319.540.421,331.908.645.852,,28.0,310319540421.0,331908645852.0
25,Mãsố > 25,25,Chi phí bán hàng,29,1.694.376.849.172,1.872.301.749.415,,29.0,1694376849172.0,1872301749415.0
26,Mãsố > 26,26,Chi phí quản lý doanh nghiệp,30,2.877.124.549.264,1.186.907.509.828,,30.0,2877124549264.0,1186907509828.0
30,Mãsố > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 - 25 - 26),,12.598.445.455.952,14.268.579.992.093,,,12598445455952.0,14268579992093.0
31,Mãsố > 31,31,Thu nhập khác,,40.271.277.331,17.596.135.377,,,40271277331.0,17596135377.0
32,Mãsố > 32,32,Chi phí khác,,23.747.949.909,9.839.783.166,,,23747949909.0,9839783166.0
40,Mãsố > 40,40,Lợi nhuận khác (40 = 31 - 32),,16.523.327.422,7.756.352.211,,,16523327422.0,7756352211.0
50,Mãsố > 50,50,Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),,12.614.968.783.374,14.276.336.344.304,,,12614968783374.0,14276336344304.0
51,Mãsố > 51,51,"Chi phí thuế thu nhập doanh nghiệp(""TNDN"") hiện hành",31,2.472.126.936.407,2.719.531.676.201,,31.0,2472126936407.0,2719531676201.0
52,Mãsố > 52,52,Chi phí thuế TNDN hoãn lại,31,-,-,,31.0,,
60,Mãsố > 60,60,Lợi nhuận sau thuế TNDN(60 = 50 - 51 - 52),,10.142.841.846.967,11.556.804.668.103,,,10142841846967.0,11556804668103.0
70,Mãsố > 70,70,Lãi cơ bản trên cổ phiếu,23(a),4.251,4.776,,,4251.0,4776.0
71,Mãsố > 71,71,Lãi suy giảm trên cổ phiếu,23(b),4.251,4.776,,,4251.0,4776.0
