row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Tại ngày 1 tháng 1 năm 2024,Nguyên giá > Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,286.158.172.000,264.972.814.050,2.272.066.077,553.403.052.127,286158172000.0,264972814050.0,2272066077.0,553403052127.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,5.104.537.852,-,5.104.537.852,,5104537852.0,,5104537852.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,(36.500.000),-,(36.500.000),,-36500000.0,,-36500000.0
Tại ngày 31 tháng 12 năm 2024,Nguyên giá > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,286.158.172.000,270.040.851.902,2.272.066.077,558.471.089.979,286158172000.0,270040851902.0,2272066077.0,558471089979.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,
Tại ngày 1 tháng 1 năm 2024,Giá trị khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,5.037.034.621,224.244.910.130,2.119.543.131,231.401.487.882,5037034621.0,224244910130.0,2119543131.0,231401487882.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,332.944.764,23.398.722.010,152.522.946,23.884.189.720,332944764.0,23398722010.0,152522946.0,23884189720.0
Thanh lý,Giá trị khấu hao lũy kế > Thanh lý,Thanh lý,-,(36.500.000),-,(36.500.000),,-36500000.0,,-36500000.0
Tại ngày 31 tháng 12 năm 2024,Giá trị khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,5.369.979.385,247.607.132.140,2.272.066.077,255.249.177.602,5369979385.0,247607132140.0,2272066077.0,255249177602.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày 1 tháng 1 năm 2024,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,281.121.137.379,40.727.903.920,152.522.946,322.001.564.245,281121137379.0,40727903920.0,152522946.0,322001564245.0
Tại ngày 31 tháng 12 năm 2024,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,280.788.192.615,22.433.719.762,-,303.221.912.377,280788192615.0,22433719762.0,,303221912377.0
