row_label_raw,row_label_full,Công ty mẹ,Công ty mẹ_1,Công ty mẹ_2,numeric__Công ty mẹ_1,numeric__Công ty mẹ_2
Tập đoàn Đầu khí Việt Nam,Tập đoàn Đầu khí Việt Nam,Tập đoàn Đầu khí Việt Nam,1.927.185.196.764,1.721.894.192.700,1927185196764.0,1721894192700.0
Các công ty thành viên thuộc Tập đoàn,Các công ty thành viên thuộc Tập đoàn,Các công ty thành viên thuộc Tập đoàn,Các công ty thành viên thuộc Tập đoàn,Các công ty thành viên thuộc Tập đoàn,,
Tổng Công ty Thảm dò Khai thác Dầu khí,Các công ty thành viên thuộc Tập đoàn > Tổng Công ty Thảm dò Khai thác Dầu khí,Tổng Công ty Thảm dò Khai thác Dầu khí,39.838.493.862,32.002.893.345,39838493862.0,32002893345.0
Liên doanh Việt - Nga Vietsovpetro,Các công ty thành viên thuộc Tập đoàn > Liên doanh Việt - Nga Vietsovpetro,Liên doanh Việt - Nga Vietsovpetro,16.491.181.459,-,16491181459.0,
,,,1.983.514.872.085,1.753.897.086.045,1983514872085.0,1753897086045.0
