row_label_raw,row_label_full,Nguyễn Thanh Bình - Chủ tịch,2.033.482.515,1.868.355.628,numeric__2.033.482.515,numeric__1.868.355.628
Phạm Văn Phong - Thành viên kiểm Tổng Giám đốc,Phạm Văn Phong - Thành viên kiểm Tổng Giám đốc,Phạm Văn Phong - Thành viên kiểm Tổng Giám đốc,2.007.466.112,1.812.005.216,2007466112.0,1812005216.0
Võ Thị Thanh Ngọc - Thành viên,Võ Thị Thanh Ngọc - Thành viên,Võ Thị Thanh Ngọc - Thành viên,1.936.345.234,1.912.986.442,1936345234.0,1912986442.0
Trương Hồng Sơn - Thành viên,Trương Hồng Sơn - Thành viên,Trương Hồng Sơn - Thành viên,1.896.754.755,1.842.515.677,1896754755.0,1842515677.0
Triệu Quốc Tuấn - Thành viên,Triệu Quốc Tuấn - Thành viên,Triệu Quốc Tuấn - Thành viên,1.783.045.675,1.731.879.909,1783045675.0,1731879909.0
Đỗ Đông Nguyên - Thành viên độc lập,Đỗ Đông Nguyên - Thành viên độc lập,Đỗ Đông Nguyên - Thành viên độc lập,1.896.754.755,1.842.515.677,1896754755.0,1842515677.0
Nguyễn Thanh Hảo - Thành viên độc lập (từ ngày 29 tháng 5 năm 2024),Nguyễn Thanh Hảo - Thành viên độc lập (từ ngày 29 tháng 5 năm 2024),Nguyễn Thanh Hảo - Thành viên độc lập (từ ngày 29 tháng 5 năm 2024),538.981.357,-,538981357.0,
Hoàng Văn Quang - Thành viên (đến ngày 25 tháng 5 năm 2023),Hoàng Văn Quang - Thành viên (đến ngày 25 tháng 5 năm 2023),Hoàng Văn Quang - Thành viên (đến ngày 25 tháng 5 năm 2023),395.528.905,1.135.040.283,395528905.0,1135040283.0
Dương Mạnh Sơn - Chủ tịch (đến ngày 25 tháng 5 năm 2023),Dương Mạnh Sơn - Chủ tịch (đến ngày 25 tháng 5 năm 2023),Dương Mạnh Sơn - Chủ tịch (đến ngày 25 tháng 5 năm 2023),-,882.896.878,,882896878.0
