row_label_raw,row_label_full,col_0,Tại ngày1.1.2024VND,Vay dài hạnđến hạn trảVND,GiảmVND,Đánh giá lạiVND,Tại ngày31.12.2024VND,numeric__Tại ngày1.1.2024VND,numeric__Vay dài hạnđến hạn trảVND,numeric__GiảmVND,numeric__Đánh giá lạiVND,numeric__Tại ngày31.12.2024VND
Vay ngân hàng dài hạnđến hạn trả,Vay ngân hàng dài hạnđến hạn trả,Vay ngân hàng dài hạnđến hạn trả,1.491.278.230.399,1.100.043.022.857,(1.849.404.647.283),37.134.926.393,779.051.532.366,1491278230399.0,1100043022857.0,-1849404647283.0,37134926393.0,779051532366.0
Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau:,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau:,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau:,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau:,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau:,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau:,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau:,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau:,,,,,
,,,Tại ngày31.12.2024VND,Mục đích vay,Kỳ hạn trả góc,Lãi suất(/năm),Tài sảntheế chấp,,,,,
Ngân hàng TMCP Ngoại thương Việt Nam,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau: > Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,375.600.000.000,"Trả trước cho khoản vay tại Ngân hàng Mizuho Bank,Ltd và Ngân hàng TMCP Đông Nam Á",Đến ngày 15 tháng 6 năm 2025,"(i), (ii)",Tín chấp,375600000000.0,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau: > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,227.246.132.766,Trả trước cho khoản vay tại Ngân hàng Thương mạiTaipei Fubon và Ngân hàng TMCP Đếng Nam Á,Đến ngày 29 tháng 6 năm 2025,"(i), (ii)",Tín chấp,227246132766.0,,,,
Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau: > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,127.209.399.600,Trả trước cho khoản vay tại Ngân hàng TMCP Sài Gòn - Hà Nội,Đến ngày 23 tháng 4 năm 2025,(ii),Tín chấp,127209399600.0,,,,
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,Chi tiết số dư các khoản vay ngân hàng dài hạn đến hạn trả như sau: > Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,48.996.000.000,Trả trước cho khoản vay tại Ngân hàng TMCP Xuất nhập khẩu Việt Nam,Đến ngày 23 tháng 4 năm 2025,(iii),Tín chấp,48996000000.0,,,,
,,,779.051.532.366,,,,,779051532366.0,,,,
