row_label_raw,row_label_full,col_0,2024 > Giá trị VND,2024 > Số có khả năng trả nợ VND,2023 > Giá trị VND,2023 > Số có khả năng trả nợ VND,numeric__2024 > Giá trị VND,numeric__2024 > Số có khả năng trả nợ VND,numeric__2023 > Giá trị VND,numeric__2023 > Số có khả năng trả nợ VND
Bên thử ba (*),Bên thử ba (*),Bên thử ba (*),2.913.540.245.682,2.913.540.245.682,3.850.973.850.489,3.850.973.850.489,2913540245682.0,2913540245682.0,3850973850489.0,3850973850489.0
Bên liên quan(Thuyết minh 35(b)),Bên liên quan(Thuyết minh 35(b)),Bên liên quan(Thuyết minh 35(b)),2.713.532.226.265,2.713.532.226.265,3.055.120.740.307,3.055.120.740.307,2713532226265.0,2713532226265.0,3055120740307.0,3055120740307.0
,,,5.627.072.471.947,5.627.072.471.947,6.906.094.590.796,6.906.094.590.796,5627072471947.0,5627072471947.0,6906094590796.0,6906094590796.0
