row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__col_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,,30.9.2024VND,30.9.2023VND,,,
(iii),(iii),(iii),"Bán TSCĐ và công cụ, dụng cụ",,,,,
(iii),(iii) > (iii),(iii),Công ty TNHH Tập đoàn Đầu tư Hoa Sen,154.000.000,-,,154000000.0,
(iv),(iv),(iv),Mua xây dựng cơ bản dở dang,,,,,
(iv),(iv) > (iv),(iv),Công ty TNHH Tập đoàn Đầu tư Hoa Sen,-,18.000.000,,,18000000.0
(v),(v),(v),Lãi thu từ khách hàng chậm thanh toán,,,,,
(v),(v) > (v),(v),Công ty TNHH Tập đoàn Đầu tư Hoa Sen,52.000.842,315.449.503,,52000842.0,315449503.0
(vi),(vi),(vi),Các khoản chi cho các nhân sự quản lý chủ chốt,,,,,
(vi),(vi),(vi),Hội đồng Quản trị,,,,,
(vi),(vi) > (vi),(vi),Ông Lê Phước VũChủ tịch,360.000.000,360.000.000,,360000000.0,360000000.0
(vi),(vi) > (vi),(vi),Ông Trần Ngọc ChuPhó Chủ tịch thường trực- Điều hành,300.000.000,300.000.000,,300000000.0,300000000.0
(vi),(vi) > (vi),(vi),Ông Trần Quốc TríThành viên khôngđiều hành,240.000.000,240.000.000,,240000000.0,240000000.0
(vi),(vi) > (vi),(vi),Ông Lý Văn XuânThành viên khôngđiều hành,240.000.000,240.000.000,,240000000.0,240000000.0
(vi),(vi) > (vi),(vi),Ông Nguyễn Văn LuânThành viên độc lập,240.000.000,240.000.000,,240000000.0,240000000.0
(vi),(vi) > (vi),(vi),Ông Đình Việt DuyThành viên độc lập,240.000.000,240.000.000,,240000000.0,240000000.0
(vi),(vi),(vi),Ủy ban Kiểm toán,,,,,
(vi),(vi) > (vi),(vi),Ông Nguyễn Văn LuânChủ tịch,120.000.000,120.000.000,,120000000.0,120000000.0
(vi),(vi) > (vi),(vi),Ông Đình Việt DuyThành viên,60.000.000,60.000.000,,60000000.0,60000000.0
(vi),(vi) > (vi),(vi),Ông Lý Văn XuânThành viên,60.000.000,60.000.000,,60000000.0,60000000.0
(vi),(vi),(vi),Ban Tổng Giám đốc,,,,,
(vi),(vi) > (vi),(vi),Ông Vũ Văn ThanhTổng Giám đốc(từ ngày 12/4/2024),2.369.789.926,2.431.757.097,,2369789926.0,2431757097.0
(vi),(vi) > (vi),(vi),Ông Trần Quốc TríTổng Giám đốc(đến ngày 12/4/2024),1.398.954.316,2.362.752.815,,1398954316.0,2362752815.0
(vi),(vi) > (vi),(vi),Các thành viên khác,13.975.908.556,12.000.123.580,,13975908556.0,12000123580.0
(vi),(vi) > (vi),(vi),,19.604.652.798,18.654.633.492,,19604652798.0,18654633492.0
