row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 30.9.2024 VND,Tại ngày > 30.9.2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 30.9.2024 VND,numeric__Tại ngày > 30.9.2023 VND
100,100,100,TÀI SẢN NGĂN HẠN,,14.174.354.519.923,11.274.839.904.924,,,14174354519923.0,11274839904924.0
110,110,110,Tiền và các khoản tương đương tiền,3,602.071.799.277,596.862.912.861,,3.0,602071799277.0,596862912861.0
111,111,111,Tiền,,597.436.771.510,576.792.912.861,,,597436771510.0,576792912861.0
112,112,112,Các khoản tương đương tiền,,4.635.027.767,20.070.000.000,,,4635027767.0,20070000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,30.636.010.069,26.175.510.851,,,30636010069.0,26175510851.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(a),30.636.010.069,26.175.510.851,,,30636010069.0,26175510851.0
130,130,130,Các khoản phải thu ngắn hạn,,2.985.396.517.329,2.322.150.338.611,,,2985396517329.0,2322150338611.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,2.272.400.526.277,1.852.766.528.136,,5.0,2272400526277.0,1852766528136.0
132,132,132,Trả trước cho người bán ngắn hạn,6,626.072.378.471,97.524.228.315,,6.0,626072378471.0,97524228315.0
136,136,136,Phải thu ngắn hạn khác,7(a),87.496.782.857,383.617.751.361,,,87496782857.0,383617751361.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(573.170.276),(11.758.169.201),,,-573170276.0,-11758169201.0
140,140,140,Hàng tồn kho,8,9.712.417.100.426,7.628.606.120.691,,8.0,9712417100426.0,7628606120691.0
141,141,141,Hàng tồn kho,,10.028.722.114.986,7.746.044.623.773,,,10028722114986.0,7746044623773.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(316.305.014.560),(117.438.503.082),,,-316305014560.0,-117438503082.0
150,150,150,Tài sản ngắn hạn khác,,843.833.092.822,701.045.021.910,,,843833092822.0,701045021910.0
151,151,151,Chỉ phí trả trước ngắn hạn,9(a),154.842.917.113,135.385.630.493,,,154842917113.0,135385630493.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",14(a),560.536.071.430,437.009.675.890,,,560536071430.0,437009675890.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,14(b),128.454.104.279,128.649.715.527,,,128454104279.0,128649715527.0
200,200,200,TÀI SẢN DÀI HẠN,,5.391.266.415.234,6.090.465.740.720,,,5391266415234.0,6090465740720.0
210,210,210,Các khoản phải thu dài hạn,,214.837.184.200,143.083.524.246,,,214837184200.0,143083524246.0
216,216,216,Phải thu dài hạn khác,7(b),214.837.184.200,143.083.524.246,,,214837184200.0,143083524246.0
220,220,220,Tài sản cố định,,4.110.740.000.399,5.019.581.505.116,,,4110740000399.0,5019581505116.0
221,221,221,Tài sản cố định hữu hình,10(a),3.914.578.436.382,4.832.642.501.649,,,3914578436382.0,4832642501649.0
222,222,222,Nguyên giá,,14.184.242.725.156,14.227.893.527.743,,,14184242725156.0,14227893527743.0
223,223,223,Giá trị khấu hao lũy kế,,(10.269.664.288.774),(9.395.251.026.094),,,-10269664288774.0,-9395251026094.0
227,227,227,Tài sản cố định vô hình,10(b),196.161.564.017,186.939.003.467,,,196161564017.0,186939003467.0
228,228,228,Nguyên giá,,305.035.244.710,289.088.144.510,,,305035244710.0,289088144510.0
229,229,229,Giá trị khấu hao lũy kế,,(108.873.680.693),(102.149.141.043),,,-108873680693.0,-102149141043.0
240,240,240,Tài sản dở dang dài hạn,,663.598.828.419,530.451.510.027,,,663598828419.0,530451510027.0
242,242,242,Chỉ phí xây dựng cơ bản dở dang,11,663.598.828.419,530.451.510.027,,11.0,663598828419.0,530451510027.0
250,250,250,Đầu tư tài chính dài hạn,,1.000.000.000,1.000.000.000,,,1000000000.0,1000000000.0
252,252,252,Đầu tư vào công ty liên kết,4(b),-,-,,,,
255,252 > 255,255,Đầu tư nằm giữ đến ngày đáo hạn,4(a),1.000.000.000,1.000.000.000,,,1000000000.0,1000000000.0
260,252 > 260,260,Tài sản dài hạn khác,,401.090.402.216,396.349.201.331,,,401090402216.0,396349201331.0
261,252 > 261,261,Chỉ phí trả trước dài hạn,9(b),261.145.045.760,303.516.349.039,,,261145045760.0,303516349039.0
262,252 > 262,262,Tài sản thuế thu nhập hoãn lại,20,139.945.356.456,92.832.852.292,,20.0,139945356456.0,92832852292.0
270,252 > 270,270,TỔNG TÀI SẢN,,19.565.620.935.157,17.365.305.645.644,,,19565620935157.0,17365305645644.0
