row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024_1,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024_2,numeric__Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,numeric__Năm tài chính kết thúc ngày 30 tháng 9 năm 2024_1,numeric__Năm tài chính kết thúc ngày 30 tháng 9 năm 2024_2
,,,Trong nước VND,Nước ngoài VND,Tổng cộng VND,,,
Doanh thu thuần từ bán hàng và cung cấp dịch vụ,Doanh thu thuần từ bán hàng và cung cấp dịch vụ,Doanh thu thuần từ bán hàng và cung cấp dịch vụ,20.576.757.708.717,18.695.136.029.731,39.271.893.738.448,20576757708717.0,18695136029731.0,39271893738448.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,(18.304.915.269.170),(16.703.312.072.811),(35.008.227.341.981),-18304915269170.0,-16703312072811.0,-35008227341981.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,2.271.842.439.547,1.991.823.956.920,4.263.666.396.467,2271842439547.0,1991823956920.0,4263666396467.0
,,,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,,,
,,,Trong nước VND,Nước ngoài VND,Tổng cộng VND,,,
Doanh thu thuần từ bán hàng và cung cấp dịch vụ,Doanh thu thuần từ bán hàng và cung cấp dịch vụ,Doanh thu thuần từ bán hàng và cung cấp dịch vụ,18.623.830.014.222,13.026.830.942.428,31.650.660.956.650,18623830014222.0,13026830942428.0,31650660956650.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,(16.617.116.086.809),(11.972.902.780.197),(28.590.018.867.006),-16617116086809.0,-11972902780197.0,-28590018867006.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,2.006.713.927.413,1.053.928.162.231,3.060.642.089.644,2006713927413.0,1053928162231.0,3060642089644.0
