row_label_raw,row_label_full,col_0,30.9.2024VND,30.9.2023VND,numeric__30.9.2024VND,numeric__30.9.2023VND
(iv) Phải thu dài hạn khác (Thuyết minh 7(a)),(iv) Phải thu dài hạn khác (Thuyết minh 7(a)),(iv) Phải thu dài hạn khác (Thuyết minh 7(a)),(iv) Phải thu dài hạn khác (Thuyết minh 7(a)),(iv) Phải thu dài hạn khác (Thuyết minh 7(a)),,
Đặt cọc thuê mặt bằng,Đặt cọc thuê mặt bằng,Đặt cọc thuê mặt bằng,Đặt cọc thuê mặt bằng,Đặt cọc thuê mặt bằng,,
Bên liên quan khácCông ty TNHH Tập đoàn Đầu tư Hoa Sen,Đặt cọc thuê mặt bằng > Bên liên quan khácCông ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan khácCông ty TNHH Tập đoàn Đầu tư Hoa Sen,3.555.200.000,4.425.200.000,3555200000.0,4425200000.0
Tạm ứng để mua đất,Tạm ứng để mua đất,Tạm ứng để mua đất,Tạm ứng để mua đất,Tạm ứng để mua đất,,
Thành viên Ban Tổng Giám đốcÔng Hoàng Đức Huy,Tạm ứng để mua đất > Thành viên Ban Tổng Giám đốcÔng Hoàng Đức Huy,Thành viên Ban Tổng Giám đốcÔng Hoàng Đức Huy,45.462.225.000,-,45462225000.0,
Thành viên Ban Tổng Giám đốcÔng Hoàng Đức Huy,Tạm ứng để mua đất > Thành viên Ban Tổng Giám đốcÔng Hoàng Đức Huy,Thành viên Ban Tổng Giám đốcÔng Hoàng Đức Huy,49.017.425.000,4.425.200.000,49017425000.0,4425200000.0
(v) Phải trả người bán ngắn hạn (Thuyết minh 12),(v) Phải trả người bán ngắn hạn (Thuyết minh 12),(v) Phải trả người bán ngắn hạn (Thuyết minh 12),(v) Phải trả người bán ngắn hạn (Thuyết minh 12),(v) Phải trả người bán ngắn hạn (Thuyết minh 12),,
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,(v) Phải trả người bán ngắn hạn (Thuyết minh 12) > Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,5.388.232.064,5.468.309.878,5388232064.0,5468309878.0
Công ty TNHH Một thành viên Đầu tư Hoa SenNghệ An,(v) Phải trả người bán ngắn hạn (Thuyết minh 12) > Công ty TNHH Một thành viên Đầu tư Hoa SenNghệ An,Công ty TNHH Một thành viên Đầu tư Hoa SenNghệ An,3.653.662.624,4.124.658.536,3653662624.0,4124658536.0
Công ty TNHH Một thành viên Đầu tư Hoa SenNghệ An,(v) Phải trả người bán ngắn hạn (Thuyết minh 12) > Công ty TNHH Một thành viên Đầu tư Hoa SenNghệ An,Công ty TNHH Một thành viên Đầu tư Hoa SenNghệ An,9.041.894.688,9.592.968.414,9041894688.0,9592968414.0
(vi) Người mua trả tiền trước ngắn hạn (Thuyết minh 13),(vi) Người mua trả tiền trước ngắn hạn (Thuyết minh 13),(vi) Người mua trả tiền trước ngắn hạn (Thuyết minh 13),(vi) Người mua trả tiền trước ngắn hạn (Thuyết minh 13),(vi) Người mua trả tiền trước ngắn hạn (Thuyết minh 13),,
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,(vi) Người mua trả tiền trước ngắn hạn (Thuyết minh 13) > Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,15.547.244.327,12.508.532.875,15547244327.0,12508532875.0
(vii) Phải trả dài hạn khác,(vii) Phải trả dài hạn khác,(vii) Phải trả dài hạn khác,(vii) Phải trả dài hạn khác,(vii) Phải trả dài hạn khác,,
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,(vii) Phải trả dài hạn khác > Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,709.500.000,709.500.000,709500000.0,709500000.0
