row_label_raw,row_label_full,col_0,Tại ngày 30.9.2024,Tại ngày 30.9.2024_1,Tại ngày 30.9.2023,Tại ngày 30.9.2023_1,numeric__Tại ngày 30.9.2024,numeric__Tại ngày 30.9.2024_1,numeric__Tại ngày 30.9.2023,numeric__Tại ngày 30.9.2023_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang di trên đường,Hàng mua đang di trên đường,Hàng mua đang di trên đường,942.722.610.814,(17.655.353.966),1.190.017.296.617,(1.916.485.707),942722610814.0,-17655353966.0,1190017296617.0,-1916485707.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,4.459.710.785.556,(130.315.936.372),2.593.687.433.417,(34.594.377.867),4459710785556.0,-130315936372.0,2593687433417.0,-34594377867.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",502.241.747.192,-,535.963.387.028,-,502241747192.0,,535963387028.0,
Chi phí SXKDđở dang,Chi phí SXKDđở dang,Chi phí SXKDđở dang,110.419.404,-,-,-,110419404.0,,,
Thành phẩm,Thành phẩm,Thành phẩm,2.958.375.031.111,(129.434.015.952),2.226.103.634.178,(46.391.373.811),2958375031111.0,-129434015952.0,2226103634178.0,-46391373811.0
Hàng hóa,Hàng hóa,Hàng hóa,1.165.561.520.909,(38.899.708.270),1.200.272.872.533,(34.536.265.697),1165561520909.0,-38899708270.0,1200272872533.0,-34536265697.0
,,,10.028.722.114.986,(316.305.014.560),7.746.044.623.773,(117.438.503.082),10028722114986.0,-316305014560.0,7746044623773.0,-117438503082.0
