row_label_raw,row_label_full,col_0,Số cổ phiếu,Cổ phiếu phổ thông VND,Cổ phiếu ưu đãi VND,Tổng cộng VND,numeric__Số cổ phiếu,numeric__Cổ phiếu phổ thông VND,numeric__Cổ phiếu ưu đãi VND,numeric__Tổng cộng VND
Tại ngày 1 tháng 10 năm 2022,Tại ngày 1 tháng 10 năm 2022,Tại ngày 1 tháng 10 năm 2022,598.054.986,5.980.549.860.000,-,5.980.549.860.000,598054986.0,5980549860000.0,,5980549860000.0
Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,17.927.323,179.273.230.000,-,179.273.230.000,17927323.0,179273230000.0,,179273230000.0
Tại ngày 30 tháng 9 năm 2023,Tại ngày 30 tháng 9 năm 2023,Tại ngày 30 tháng 9 năm 2023,615.982.309,6.159.823.090.000,-,6.159.823.090.000,615982309.0,6159823090000.0,,6159823090000.0
Tại ngày 30 tháng 9 năm 2024,Tại ngày 30 tháng 9 năm 2024,Tại ngày 30 tháng 9 năm 2024,615.982.309,6.159.823.090.000,-,6.159.823.090.000,615982309.0,6159823090000.0,,6159823090000.0
