row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày > 30.9.2024 VND,Tại ngày > 30.9.2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày > 30.9.2024 VND,numeric__Tại ngày > 30.9.2023 VND
300,300,300,NỘ PHẢI TRẢ,,8.648.683.879.620,6.585.139.273.223,,,8648683879620.0,6585139273223.0
310,310,310,Nợ ngắn hạn,,8.632.413.967.195,6.568.894.350.227,,,8632413967195.0,6568894350227.0
311,311,311,Phải trả người bán ngắn hạn,12,2.328.013.444.688,2.885.172.192.715,,12.0,2328013444688.0,2885172192715.0
312,312,312,Người mua trả tiền trước ngắn hạn,13,198.890.754.513,142.527.410.662,,13.0,198890754513.0,142527410662.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14(c),106.354.354.489,171.848.422.096,,,106354354489.0,171848422096.0
314,314,314,Phải trả người lao động,15,94.523.557.443,70.913.549.105,,15.0,94523557443.0,70913549105.0
315,315,315,Chi phí phải trả ngắn hạn,16,351.221.219.526,162.529.104.397,,16.0,351221219526.0,162529104397.0
319,319,319,Phải trả ngắn hạn khác,17,153.938.114.587,51.089.573.633,,17.0,153938114587.0,51089573633.0
320,320,320,Vay ngắn hạn,18,5.364.084.453.144,2.936.344.523.958,,18.0,5364084453144.0,2936344523958.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,35.388.068.805,148.469.573.661,,19.0,35388068805.0,148469573661.0
330,330,330,Nợ dài hạn,,16.269.912.425,16.244.922.996,,,16269912425.0,16244922996.0
337,337,337,Phải trả dài hạn khác,,709.500.000,709.500.000,,,709500000.0,709500000.0
342,342,342,Dự phòng phải trả dài hạn,,15.560.412.425,15.535.422.996,,,15560412425.0,15535422996.0
400,400,400,VỐN CHỦ SỞ HỮU,,10.916.937.055.537,10.780.166.372.421,,,10916937055537.0,10780166372421.0
410,410,410,Vốn chủ sở hữu,,10.916.937.055.537,10.780.166.372.421,,,10916937055537.0,10780166372421.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",6.159.823.090.000,6.159.823.090.000,,,6159823090000.0,6159823090000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,6.159.823.090.000,6.159.823.090.000,,,6159823090000.0,6159823090000.0
412,412,412,Thặng dư vốn cổ phần,22,157.292.539.068,157.292.539.068,,22.0,157292539068.0,157292539068.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,22,50.993.213.769,77.910.496.944,,22.0,50993213769.0,77910496944.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",22,4.532.690.018.176,4.369.041.219.887,,22.0,4532690018176.0,4369041219887.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,4.058.199.282.997,4.339.032.984.202,,,4058199282997.0,4339032984202.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,474.490.735.179,30.008.235.685,,,474490735179.0,30008235685.0
429,429,429,Lợi ích cổ đông không kiểm soát,,16.138.194.524,16.099.026.522,,,16138194524.0,16099026522.0
440,440,440,TỔNG NGUỒN VỐN,,19.565.620.935.157,17.365.305.645.644,,,19565620935157.0,17365305645644.0
