row_label_raw,row_label_full,col_0,col_1,Tại ngày1.10.2023VND,Số phải thu/phàinộp trong nămVND,Số đã thực nộptrong nămVND,Số đã cán trừtrong nămVND,Số đã được hoàntrong nămVND,Phân loại lạiVND,Tại ngày30.9.2024VND,numeric__col_1,numeric__Tại ngày1.10.2023VND,numeric__Số phải thu/phàinộp trong nămVND,numeric__Số đã thực nộptrong nămVND,numeric__Số đã cán trừtrong nămVND,numeric__Số đã được hoàntrong nămVND,numeric__Phân loại lạiVND,numeric__Tại ngày30.9.2024VND
(a),(a),(a),Thuế GTGT được khấu trừThuế GTGT đượckhẩu trừ,437.009.675.890,10.811.558.584.053,-,(9.027.673.776.366),(1.660.358.412.147),-,560.536.071.430,,437009675890.0,10811558584053.0,,-9027673776366.0,-1660358412147.0,,560536071430.0
(b),(b),(b),Phải thuThuế TNDNThuế thu nhập cá nhân,128.498.372.448151.343.079,----,----,----,----,(99.693.200)(95.918.048),128.398.679.24855.425.031,,1.2849837244815134e+20,,,,,,1.2839867924855425e+19
(b),(b),(b),Phải thuThuế TNDNThuế thu nhập cá nhân,128.649.715.527,-,-,-,-,(195.611.248),128.454.104.279,,128649715527.0,,,,,-195611248.0,128454104279.0
(c),(c),(c),Phải nộpThuế GTGT hàngnhập khẩuThuế GTGTThuế TNDNThuế thu nhập cá nhânThuế xuất nhập khẩuKhác,142.077.492.52911.966.611.32514.864.381.7192.167.501.41531.974.921740.460.187,1.319.835.163.5009.133.029.622.72883.641.785.14055.576.141.3879.450.126.02513.544.035.321,(1.403.785.525.504)(86.150.155.856)(84.874.309.981)(54.183.266.223)(9.443.844.677)(14.264.451.853),-(9.027.673.776.366)----,----,-(99.693.200)(95.918.048)-,58.127.130.52531.172.301.83113.532.163.6783.464.458.53138.256.26920.043.655,,1.4207749252911966e+60,1.3198351635009134e+68,,,,,5.812713052531172e+58
(c),(c),(c),Phải nộpThuế GTGT hàngnhập khẩuThuế GTGTThuế TNDNThuế thu nhập cá nhânThuế xuất nhập khẩuKhác,171.848.422.096,10.615.076.874.101,(1.652.701.554.094),(9.027.673.776.366),-,(195.611.248),106.354.354.489,,171848422096.0,10615076874101.0,-1652701554094.0,-9027673776366.0,,-195611248.0,106354354489.0
