row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__col_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,,30.9.2024VND,30.9.2023VND,,,
(i),(i),(i),Doanh thu thuần từ bán hàng và cung cấp dịch vụ,Doanh thu thuần từ bán hàng và cung cấp dịch vụ,Doanh thu thuần từ bán hàng và cung cấp dịch vụ,,,
(i),(i) > (i),(i),Công ty TNHH Tập đoàn Đầu tư Hoa Sen,3.689.802.431.194,3.289.566.255.170,,3689802431194.0,3289566255170.0
(i),(i) > (i),(i),Công ty TNHH Một thành viên Đầu tư Hoa SenNghệ An,216.980.000,222.127.500,,216980000.0,222127500.0
(i),(i) > (i),(i),,3.690.019.411.194,3.289.788.382.670,,3690019411194.0,3289788382670.0
(ii),(ii),(ii),Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,,,
(ii),(ii) > (ii),(ii),Công ty TNHH Tập đoàn Đầu tư Hoa Sen,251.212.342.420,66.249.738.984,,251212342420.0,66249738984.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Đầu tư Hoa SenNghệ An,53.442.718.128,43.689.368.018,,53442718128.0,43689368018.0
(ii),(ii) > (ii),(ii),Công ty TNHH Tổ chức biểu diễn Nghệ thuậtvà Hòa nhạc Quốc tế Hoa Sen,-,35.450.000.000,,,35450000000.0
(ii),(ii) > (ii),(ii),,304.655.060.548,145.389.107.002,,304655060548.0,145389107002.0
