row_label_raw,row_label_full,col_0,Giá trị giao dịch cho năm,Giá trị giao dịch cho năm_1,numeric__Giá trị giao dịch cho năm,numeric__Giá trị giao dịch cho năm_1
,,,2017VND,2016VND,,
Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam,,
Chi phí dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Chi phí dịch vụ,Chi phí dịch vụ,-,164.213.285,,164213285.0
Trung tâm Thông tin Điện lực - Tập đoàn Điện lực Việt NamỨng trước hợp đồng dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Trung tâm Thông tin Điện lực - Tập đoàn Điện lực Việt NamỨng trước hợp đồng dịch vụ,Trung tâm Thông tin Điện lực - Tập đoàn Điện lực Việt NamỨng trước hợp đồng dịch vụ,-,157.886.520,,157886520.0
Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đồng NaiCung cấp dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đồng NaiCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đồng NaiCung cấp dịch vụ,-,119.072.625,,119072625.0
Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đại NinhCung cấp dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đại NinhCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đại NinhCung cấp dịch vụ,63.299.570,333.989.771,63299570.0,333989771.0
Chi nhánh Công ty Cổ phần Phát triển Điện lực Việt NamCung cấp dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Chi nhánh Công ty Cổ phần Phát triển Điện lực Việt NamCung cấp dịch vụ,Chi nhánh Công ty Cổ phần Phát triển Điện lực Việt NamCung cấp dịch vụ,-,19.678.000,,19678000.0
Công ty Cổ Phần Đầu tư và Phát triển Điện Miền TrungCung cấp dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Công ty Cổ Phần Đầu tư và Phát triển Điện Miền TrungCung cấp dịch vụ,Công ty Cổ Phần Đầu tư và Phát triển Điện Miền TrungCung cấp dịch vụ,509.281.000,365.671.824,509281000.0,365671824.0
Công ty Thí nghiệm Điện Miền NamCung cấp dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Công ty Thí nghiệm Điện Miền NamCung cấp dịch vụ,Công ty Thí nghiệm Điện Miền NamCung cấp dịch vụ,15.400.000,12.600.000,15400000.0,12600000.0
Chi nhánh Công ty Cổ phần Thủy điện miền Nam tạiLâm ĐồngCung cấp dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Chi nhánh Công ty Cổ phần Thủy điện miền Nam tạiLâm ĐồngCung cấp dịch vụ,Chi nhánh Công ty Cổ phần Thủy điện miền Nam tạiLâm ĐồngCung cấp dịch vụ,30.326.000,86.747.500,30326000.0,86747500.0
Công ty Cổ phần Tư vấn Xây dựng Điện 4Chi phí dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Công ty Cổ phần Tư vấn Xây dựng Điện 4Chi phí dịch vụ,Công ty Cổ phần Tư vấn Xây dựng Điện 4Chi phí dịch vụ,3.253.597.805,137.725.671,3253597805.0,137725671.0
Ban Tổng Giám đốc và Hội đồng Quản trịTiền lương và thù lao,Trung tâm Viễn thông và Công nghệ thông tin -Tập đoàn Điện lực Việt Nam > Ban Tổng Giám đốc và Hội đồng Quản trịTiền lương và thù lao,Ban Tổng Giám đốc và Hội đồng Quản trịTiền lương và thù lao,1.913.347.700,1.140.264.000,1913347700.0,1140264000.0
