row_label_raw,row_label_full,col_0,Số lượng,% vốn sở hữu,% quyền biểu quyết,31/12/2017 > Giá trị ghi số/giá gốc VND,31/12/2017 > Dự phòng VND,31/12/2017 > Giá trị hợp lý VND,31/12/2017 > Số lượng,1/1/2017 > % vốn sở hữu,1/1/2017 > % quyền biểu quyết,1/1/2017 > Giá trị ghi số/giá gốc VND,1/1/2017 > Dự phòng VND,1/1/2017 > Giá trị hợp lý VND,numeric__Số lượng,numeric__% vốn sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2017 > Giá trị ghi số/giá gốc VND,numeric__31/12/2017 > Dự phòng VND,numeric__31/12/2017 > Giá trị hợp lý VND,numeric__31/12/2017 > Số lượng,numeric__1/1/2017 > % vốn sở hữu,numeric__1/1/2017 > % quyền biểu quyết,numeric__1/1/2017 > Giá trị ghi số/giá gốc VND,numeric__1/1/2017 > Dự phòng VND,numeric__1/1/2017 > Giá trị hợp lý VND
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,,,,,,,,,,,,
• Công ty Cổ phầnPhong điệnThuận Bình,Đầu tư vào công ty liên kết > • Công ty Cổ phầnPhong điệnThuận Bình,• Công ty Cổ phầnPhong điệnThuận Bình,3.267.920,20%,20%,27.616.822.858,-,(*),2.647.920,17%,20%,34.782.777.297,-,(*),3267920.0,0.2,0.2,27616822858.0,,,2647920.0,0.17,0.2,34782777297.0,,
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,,,,,,,,,,,,
• Công ty Cổ phầnThủy điện A Vương,Đầu tư góp vốn vào các đơn vị khác > • Công ty Cổ phầnThủy điện A Vương,• Công ty Cổ phầnThủy điện A Vương,2.579.069,"3,3%","3,3%",24.560.000.000,-,(*),2.579.069,"3,3%","3,3%",24.560.000.000,-,(*),2579069.0,0.033,0.033,24560000000.0,,,2579069.0,0.033,0.033,24560000000.0,,
• Công ty Cổ phầnThủy điện SôngBa Hạ,Đầu tư góp vốn vào các đơn vị khác > • Công ty Cổ phầnThủy điện SôngBa Hạ,• Công ty Cổ phầnThủy điện SôngBa Hạ,1.280.000,1%,1%,12.800.000.000,-,(*),1.280.000,1%,1%,12.800.000.000,-,(*),1280000.0,0.01,0.01,12800000000.0,,,1280000.0,0.01,0.01,12800000000.0,,
,,,,,,37.360.000.000,-,,,,,37.360.000.000,-,,,,,37360000000.0,,,,,,37360000000.0,,
,,,,,,64.976.822.858,-,,,,,72.142.777.297,-,,,,,64976822858.0,,,,,,72142777297.0,,
