row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,871.188.705,1.117.333.018,1.988.521.723,871188705.0,1117333018.0,1988521723.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,57.891.656.574,1.301.692.872,59.193.349.446,57891656574.0,1301692872.0,59193349446.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(17.007.189.576),(631.489.914),(17.638.679.490),-17007189576.0,-631489914.0,-17638679490.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,41.755.655.703,1.787.535.976,43.543.191.679,41755655703.0,1787535976.0,43543191679.0
