row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2017 VND,2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2017 VND,numeric__2016 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế Điều chỉnh cho các khoản,Lợi nhuận trước thuế Điều chỉnh cho các khoản,01,,819.312.266.525,613.161.824.658,1.0,,819312266525.0,613161824658.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,303.253.801.092,355.392.967.026,2.0,,303253801092.0,355392967026.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,,46.750.000,(1.070.469.137),3.0,,46750000.0,-1070469137.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,28.604.398.741,76.869.887.747,4.0,,28604398741.0,76869887747.0
Lãi tiền gửi,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi tiền gửi,Lãi tiền gửi,05,,(115.599.727.741),(156.730.320.567),5.0,,-115599727741.0,-156730320567.0
Cổ tức được chia,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Cổ tức được chia,Cổ tức được chia,05,,(7.778.580.740),(2.708.022.500),5.0,,-7778580740.0,-2708022500.0
Lãi từ thanh lý tài sản cố định hữu hình,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ thanh lý tài sản cố định hữu hình,Lãi từ thanh lý tài sản cố định hữu hình,05,,(307.425.454),(102.437.013),5.0,,-307425454.0,-102437013.0
Lỗ/(lãi) từ công ty liên kết,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ/(lãi) từ công ty liên kết,Lỗ/(lãi) từ công ty liên kết,05,,13.365.954.439,(8.209.412.281),5.0,,13365954439.0,-8209412281.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,,56.779.965.296,83.490.476.708,6.0,,56779965296.0,83490476708.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,1.097.677.402.158,960.094.494.641,8.0,,1097677402158.0,960094494641.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,(719.183.455.090),(431.504.034.196),9.0,,-719183455090.0,-431504034196.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,51.225.866.198,(50.897.321.292),10.0,,51225866198.0,-50897321292.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,,56.444.800.794,6.177.875.856,11.0,,56444800794.0,6177875856.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,(40.348.891.183),13.213.176.033,12.0,,-40348891183.0,13213176033.0
,,,,,445.815.722.877,497.084.191.042,,,445815722877.0,497084191042.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(67.717.173.394),(22.589.160.995),14.0,,-67717173394.0,-22589160995.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(184.315.580.405),(91.338.891.371),15.0,,-184315580405.0,-91338891371.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(16.964.112.783),(22.144.064.038),17.0,,-16964112783.0,-22144064038.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,176.818.856.295,361.012.074.638,20.0,,176818856295.0,361012074638.0
