row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,Chứng khoán kinh doanh – gộp Triệu VND,Cho vay khách hàng – gộp Triệu VND,Chứng khoán đầu tư – gộp Triệu VND,Tiền gửi và vay từ TCTD khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Phát hành giấy tờ có giá Triệu VND,Các cam kết tín dụng Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,numeric__Chứng khoán kinh doanh – gộp Triệu VND,numeric__Cho vay khách hàng – gộp Triệu VND,numeric__Chứng khoán đầu tư – gộp Triệu VND,numeric__Tiền gửi và vay từ TCTD khác Triệu VND,numeric__Tiền gửi của khách hàng Triệu VND,numeric__Phát hành giấy tờ có giá Triệu VND,numeric__Các cam kết tín dụng Triệu VND
Trong nước Nước ngoài,Trong nước Nước ngoài,Trong nước Nước ngoài,11.697.439196.104,144.141-,89.171.618-,20.292.921-,18.740.807346.950,98.254.031-,6.957.313-,2.106.642-,11697439196104.0,,,,18740807346950.0,,,
Trong nước Nước ngoài,Trong nước Nước ngoài,Trong nước Nước ngoài,11.893.543,144.141,89.171.618,20.292.921,19.087.757,98.254.031,6.957.313,2.106.642,11893543.0,144141.0,89171618.0,20292921.0,19087757.0,98254031.0,6957313.0,2106642.0
Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,,,,,,,,
,,,Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,Chứng khoán kinh doanh – gộp Triệu VND,Cho vay khách hàng – gộp Triệu VND,Chứng khoán đầu tư – gộp Triệu VND,Tiền gửi và vay từ TCTD khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Phát hành giấy tờ có giá Triệu VND,Các cam kết tín dụng Triệu VND,,,,,,,,
Trong nước Nước ngoài,Tại ngày 31 tháng 12 năm 2019 > Trong nước Nước ngoài,Trong nước Nước ngoài,11.647.744147.910,144.141-,67.545.653-,7.430.331-,11.721.118-,70.744.212-,4.412.123-,1.254.946-,11647744147910.0,,,,,,,
Trong nước Nước ngoài,Tại ngày 31 tháng 12 năm 2019 > Trong nước Nước ngoài,Trong nước Nước ngoài,11.795.654,144.141,67.545.653,7.430.331,11.721.118,70.744.212,4.412.123,1.254.946,11795654.0,144141.0,67545653.0,7430331.0,11721118.0,70744212.0,4412123.0,1254946.0
