row_label_raw,row_label_full,col_0,col_1,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__2020Triệu VND,numeric__2019Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định và chi phí xây dựng cơ bảnđở dang tương ứng,(340.691),(144.900),,-340691.0,-144900.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",31.303,11.719,,31303.0,11719.0
04,04,04,Mua sắm bất động sản đầu tư,(29),(49.913),,-29.0,-49913.0
05,05,05,"Tiền thu từ bán, thanh lý bất động sản đầu tư",25.047,21.496,,25047.0,21496.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",-,2.000,,,2000.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư,góp vốn dài hạn",63,987,,63.0,987.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,(284.307),(158.611),,-284307.0,-158611.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,01,01,Tăng vốn cổ phần tử phát hành cổ phiếu,843.132,14,,843132.0,14.0
04,04,04,Cổ tức trả cho cổ đông,(656),(146),,-656.0,-146.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,842.476,(132),,842476.0,-132.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,1.479.792,2.413.412,,1479792.0,2413412.0
V,V,V,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN TẠITHỜI ĐIỂM ĐẦU NĂM,15.588.135,13.174.723,,15588135.0,13174723.0
VII,VII,VII,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN TẠITHỜI ĐIỂM CUỐI NĂM (THUYẾT MINH 37),17.067.927,15.588.135,,17067927.0,15588135.0
