row_label_raw,row_label_full,col_0,2020Triệu VND,2019Triệu VND,numeric__2020Triệu VND,numeric__2019Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
• Thu hồi các khoản nợ đã được xử lý rủi ro,Thu nhập từ hoạt động khác > • Thu hồi các khoản nợ đã được xử lý rủi ro,• Thu hồi các khoản nợ đã được xử lý rủi ro,201.646,8.913,201646.0,8913.0
• Lãi từ thanh lý tài sản cố định,Thu nhập từ hoạt động khác > • Lãi từ thanh lý tài sản cố định,• Lãi từ thanh lý tài sản cố định,9.152,1.013,9152.0,1013.0
• Lãi từ thanh lý bất động sản đầu tư,Thu nhập từ hoạt động khác > • Lãi từ thanh lý bất động sản đầu tư,• Lãi từ thanh lý bất động sản đầu tư,1.440,4.356,1440.0,4356.0
• Thu phí vi phạm hợp đồng,Thu nhập từ hoạt động khác > • Thu phí vi phạm hợp đồng,• Thu phí vi phạm hợp đồng,-,10.092,,10092.0
• Thu khác,Thu nhập từ hoạt động khác > • Thu khác,• Thu khác,13.982,845,13982.0,845.0
,,,226.220,25.219,226220.0,25219.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
• Chi phí quản lý nợ,Chi phí hoạt động khác > • Chi phí quản lý nợ,• Chi phí quản lý nợ,-,(17.859),,-17859.0
• Chi phí khác,Chi phí hoạt động khác > • Chi phí khác,• Chi phí khác,(7.618),(7.029),-7618.0,-7029.0
,,,(7.618),(24.888),-7618.0,-24888.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,218.602,331,218602.0,331.0
