row_label_raw,row_label_full,2,Cam kết giao dịch hối đoái Trong đó:,40,6.443.232,1.395.807,numeric__Cam kết giao dịch hối đoái Trong đó:,numeric__40,numeric__6.443.232,numeric__1.395.807
,,,▪ Cam kết giao dịch hoán đổi,,6.443.232,1.395.807,,,6443232.0,1395807.0
4,4,4,Cam kết trong nghiệp vụ L/C,40,1.222.571,909.803,,40.0,1222571.0,909803.0
5,5,5,Bảo lãnh khác,40,884.071,345.143,,40.0,884071.0,345143.0
