row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,,
▪ Bằng VND,Tiền gửi không kỳ hạn của các TCTD khác > ▪ Bằng VND,▪ Bằng VND,7.840.876,7.862.805,7840876.0,7862805.0
Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,,
▪ Bằng VND (i),Tiền gửi có kỳ hạn của các TCTD khác > ▪ Bằng VND (i),▪ Bằng VND (i),4.352.000,2.639.785,4352000.0,2639785.0
▪ Bằng ngoại tệ,Tiền gửi có kỳ hạn của các TCTD khác > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,1.063.980,741.760,1063980.0,741760.0
,,,13.256.856,11.244.350,13256856.0,11244350.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,
▪ Bằng VND,Vay các TCTD khác > ▪ Bằng VND,▪ Bằng VND,5.483.844,476.646,5483844.0,476646.0
Trong đó:- Thuê tài chính,Vay các TCTD khác > Trong đó:- Thuê tài chính,Trong đó:- Thuê tài chính,33.690,18.644,33690.0,18644.0
"- Vay cẩm cố, thể chấp (ii)","Vay các TCTD khác > - Vay cẩm cố, thể chấp (ii)","- Vay cẩm cố, thể chấp (ii)",5.250.048,-,5250048.0,
▪ Bằng ngoại tệ,Vay các TCTD khác > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,347.057,122,347057.0,122.0
,,,5.830.901,476.768,5830901.0,476768.0
,,,19.087.757,11.721.118,19087757.0,11721118.0
