row_label_raw,row_label_full,col_0,2020Triệu VND,2019Triệu VND,numeric__2020Triệu VND,numeric__2019Triệu VND
Thu nhập từ kinh doanh ngoại hối,Thu nhập từ kinh doanh ngoại hối,Thu nhập từ kinh doanh ngoại hối,Thu nhập từ kinh doanh ngoại hối,Thu nhập từ kinh doanh ngoại hối,,
▪ Thu từ kinh doanh ngoại tệ giao ngay,Thu nhập từ kinh doanh ngoại hối > ▪ Thu từ kinh doanh ngoại tệ giao ngay,▪ Thu từ kinh doanh ngoại tệ giao ngay,67.753,31.333,67753.0,31333.0
▪ Thu từ các công cụ tài chính phải sinh tiền tệ,Thu nhập từ kinh doanh ngoại hối > ▪ Thu từ các công cụ tài chính phải sinh tiền tệ,▪ Thu từ các công cụ tài chính phải sinh tiền tệ,8.864,6.683,8864.0,6683.0
▪ Thu từ kinh doanh vàng,Thu nhập từ kinh doanh ngoại hối > ▪ Thu từ kinh doanh vàng,▪ Thu từ kinh doanh vàng,480,277,480.0,277.0
,,,77.097,38.293,77097.0,38293.0
Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,,
▪ Chi về kinh doanh ngoại tệ giao ngay,Chi phí từ kinh doanh ngoại hối > ▪ Chi về kinh doanh ngoại tệ giao ngay,▪ Chi về kinh doanh ngoại tệ giao ngay,(24.483),(3.633),-24483.0,-3633.0
▪ Chi về các công cụ tài chính phải sinh tiền tệ,Chi phí từ kinh doanh ngoại hối > ▪ Chi về các công cụ tài chính phải sinh tiền tệ,▪ Chi về các công cụ tài chính phải sinh tiền tệ,(5.885),(9.927),-5885.0,-9927.0
▪ Chi về kinh doanh vàng,Chi phí từ kinh doanh ngoại hối > ▪ Chi về kinh doanh vàng,▪ Chi về kinh doanh vàng,(400),(5),-400.0,-5.0
,,,(30.768),(13.565),-30768.0,-13565.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,46.329,24.728,46329.0,24728.0
