row_label_raw,row_label_full,col_0,Từ ngày 15/01/2015đến ngày 31/12/2015VND,Từ ngày 01/01/2014đến ngày 14/01/2015VND,numeric__Từ ngày 15/01/2015đến ngày 31/12/2015VND,numeric__Từ ngày 01/01/2014đến ngày 14/01/2015VND
Bán hàng,Bán hàng,Bán hàng,Bán hàng,Bán hàng,,
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Bán hàng > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,69.420.000.000,198.132.248.304,69420000000.0,198132248304.0
"Mua hàng hóa, dịch vụ","Bán hàng > Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",69.420.000.000,198.132.248.304,69420000000.0,198132248304.0
Tập đoàn Dầu khí Việt Nam,Bán hàng > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,1.578.820.673.284,1.674.967.663.869,1578820673284.0,1674967663869.0
Tổng Công ty Điện lực Dầu khí Việt Nam,Bán hàng > Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,199.148.803.439,244.910.013.007,199148803439.0,244910013007.0
Công ty Phân phối Nguyên liệu Công nghiệp Dầu khí,Bán hàng > Công ty Phân phối Nguyên liệu Công nghiệp Dầu khí,Công ty Phân phối Nguyên liệu Công nghiệp Dầu khí,21.552.975.000,55.144.248.727,21552975000.0,55144248727.0
Tổng Công ty Bảo hiểm PVI - Chi nhánh Cà Mau,Bán hàng > Tổng Công ty Bảo hiểm PVI - Chi nhánh Cà Mau,Tổng Công ty Bảo hiểm PVI - Chi nhánh Cà Mau,4.912.793.640,46.772.821.156,4912793640.0,46772821156.0
Công ty Cổ phần Phát triển Đô thị Dầu khí,Bán hàng > Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,1.639.450.725,21.561.904.963,1639450725.0,21561904963.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Bán hàng > Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,11.579.812.533,9.622.857.574,11579812533.0,9622857574.0
Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Bán hàng > Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,5.033.160.000,7.288.650.000,5033160000.0,7288650000.0
Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biến Dầu khí,Bán hàng > Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biến Dầu khí,Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biến Dầu khí,6.980.252.083,6.413.300.416,6980252083.0,6413300416.0
Công ty Bảo hiểm PVI Phía Nam,Bán hàng > Công ty Bảo hiểm PVI Phía Nam,Công ty Bảo hiểm PVI Phía Nam,48.998.449.278,46.772.821.156,48998449278.0,46772821156.0
Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,Bán hàng > Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,4.501.704.308,1.200.753.336,4501704308.0,1200753336.0
