row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,411.607.435.040,323.094.461.734,411607435040.0,323094461734.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,21.782.587.111,23.029.361.135,21782587111.0,23029361135.0
Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,21.794.568.658,34.209.024.174,21794568658.0,34209024174.0
"Chi phí dụng cụ, đồ dùng","Chi phí dụng cụ, đồ dùng","Chi phí dụng cụ, đồ dùng",2.182.932.515,-,2182932515.0,
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,-,6.562.247.553,,6562247553.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,349.454.889.449,245.124.143.800,349454889449.0,245124143800.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,16.392.457.307,14.169.685.072,16392457307.0,14169685072.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,220.620.549.903,189.335.611.605,220620549903.0,189335611605.0
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,78.268.249.880,88.825.962.950,78268249880.0,88825962950.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,982.169.896,2.640.025.335,982169896.0,2640025335.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,2.345.039.127,-,2345039127.0,
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,27.912.233.587,20.355.129.699,27912233587.0,20355129699.0
Thuế phí và lệ phí,Thuế phí và lệ phí,Thuế phí và lệ phí,28.419.103.826,14.570.957.317,28419103826.0,14570957317.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,9.796.647.819,1.562.190.940,9796647819.0,1562190940.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,20.176.973.724,19.289.610.924,20176973724.0,19289610924.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,52.720.132.044,42.091.734.440,52720132044.0,42091734440.0
Tổng,Tổng,Tổng,632.227.984.943,512.430.073.339,632227984943.0,512430073339.0
