row_label_raw,row_label_full,col_0,31/12/2022 > Số lượng (kg),31/12/2022 > Giá trị (VND),01/01/2022 > Số lượng (kg),01/01/2022 > Giá trị (VND),numeric__31/12/2022 > Số lượng (kg),numeric__31/12/2022 > Giá trị (VND),numeric__01/01/2022 > Số lượng (kg),numeric__01/01/2022 > Giá trị (VND)
- Hàng tồn kho (*),- Hàng tồn kho (*),- Hàng tồn kho (*),83.313.922,661.975.531.134,83.313.922,661.975.531.134,83313922.0,661975531134.0,83313922.0,661975531134.0
Tổng,Tổng,Tổng,,661.975.531.134,,661.975.531.134,,661975531134.0,,661975531134.0
