row_label_raw,row_label_full,Ông Nguyễn Huy Hung,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Ngọc Nam,Ông Nguyễn Ngọc Nam,Ông Nguyễn Ngọc Nam,Phó Chủ tịch (Miễn nhiệm ngày 31/5/2022),
Bà Nguyễn Thị Hoài,Bà Nguyễn Thị Hoài,Bà Nguyễn Thị Hoài,Phó Chủ tịch (Miễn nhiệm ngày 31/5/2022),
Ông Nguyễn Tiến Dũng,Ông Nguyễn Tiến Dũng,Ông Nguyễn Tiến Dũng,Thành viên,
Ông Lưu Nguyễn Chí Nhân,Ông Lưu Nguyễn Chí Nhân,Ông Lưu Nguyễn Chí Nhân,Thành viên,
