row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2020VND,30/9/2019VND,,
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,13.945.093.147.339,15.030.026.425.745,13945093147339.0,15030026425745.0
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,13.778.934.771.842,12.986.899.010.659,13778934771842.0,12986899010659.0
▪ Dịch vụ cung cấp và và doanh thu khác,Tổng doanh thu > ▪ Dịch vụ cung cấp và và doanh thu khác,▪ Dịch vụ cung cấp và và doanh thu khác,41.127.707.125,64.378.346.684,41127707125.0,64378346684.0
,,,27.765.155.626.306,28.081.303.783.088,27765155626306.0,28081303783088.0
Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,,
▪ Chiết khấu thương mại,Trừ các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,215.992.234.977,23.659.787.569,215992234977.0,23659787569.0
▪ Giảm giá hàng bán,Trừ các khoản giảm trừ doanh thu > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,5.700.055.453,9.171.395.550,5700055453.0,9171395550.0
▪ Hàng bán bị trả lại,Trừ các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,12.713.822.042,13.697.481.294,12713822042.0,13697481294.0
,,,234.406.112.472,46.528.664.413,234406112472.0,46528664413.0
Doanh thu thuần,Trừ các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,27.530.749.513.834,28.034.775.118.675,27530749513834.0,28034775118675.0
