row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2020VND,30/9/2019VND,,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,257.915.445.562,161.329.163.316,257915445562.0,161329163316.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,66.626.994.248,62.332.518.169,66626994248.0,62332518169.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,25.949.018.951,33.393.007.713,25949018951.0,33393007713.0
Chi phí tiếp khách,Chi phí tiếp khách,Chi phí tiếp khách,11.665.809.396,15.927.101.970,11665809396.0,15927101970.0
Chi phí công tác,Chi phí công tác,Chi phí công tác,6.910.634.199,6.145.283.909,6910634199.0,6145283909.0
Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,11.783.549.723,10.504.877.967,11783549723.0,10504877967.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,50.145.884.923,54.431.875.120,50145884923.0,54431875120.0
Chi phí khác,Chi phí khác,Chi phí khác,28.981.444.903,126.636.860.720,28981444903.0,126636860720.0
,,,459.978.781.905,470.700.688.884,459978781905.0,470700688884.0
