row_label_raw,row_label_full,col_0,Bên cho vay,Loại tiền,Hạn mức,Lãi suất,Lãi suất_1,Tài sản đảm bảo,numeric__Bên cho vay,numeric__Loại tiền,numeric__Hạn mức,numeric__Lãi suất,numeric__Lãi suất_1,numeric__Tài sản đảm bảo
,,,Bên cho vay,Loại tiền,Hạn mức,30/9/2020,1/10/2019,Tài sản đảm bảo,,,,,,
x.,x.,x.,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Nghệ An,VND,800 tỷ VND,"3,20% - 4,50%","6,40% - 6,50%",Hàng tồn kho,,,,,,
xi.,x. > xi.,xi.,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Bà Rịa Vũng Tàu,VND,300 tỷ VND,-,"5,50%",Hàng tồn kho,,,,,0.055,
xii.,x. > xii.,xii.,Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh TP. Hồ Chí Minh,VND,195 tỷ VND,"4,50%",-,Không có tài sản đảm bảo,,,,0.045,,
xiii.,x. > xiii.,xiii.,Ngân Hàng TMCP Sài Gòn Thương Tín - Chi Nhánh Trung Tâm,VND,1.000 tỷ VND,"5,00%",-,Quyền sử dụng đất và phải thu của khách hàng,,,,0.05,,
xiv.,xiv.,xiv.,Ngân Hàng TNHH CTBC - Chi nhánh TP. Hồ Chí Minh,VND USD,8 triệu USD,"3,80% - 4,00%1,80% - 1,85%",-,Không có tài sản đảm bảo,,,,,,
