row_label_raw,row_label_full,Thuế giá trị gia tăng,1/10/2019 VND > 76.622.874.045,Số phải nộp trong năm VND > 8.050.264.190.614,Số đã nộp trong năm VND > (1.193.090.655.891),Số đã cản trừ VND > (6.757.331.581.138),Phân loại VND > (1.323.542.817),30/9/2020 VND > 175.141.284.813,numeric__1/10/2019 VND > 76.622.874.045,numeric__Số phải nộp trong năm VND > 8.050.264.190.614,numeric__Số đã nộp trong năm VND > (1.193.090.655.891),numeric__Số đã cản trừ VND > (6.757.331.581.138),numeric__Phân loại VND > (1.323.542.817),numeric__30/9/2020 VND > 175.141.284.813
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,78.347.372,10.156.495.285,(9.778.653.525),-,-,456.189.132,78347372.0,10156495285.0,-9778653525.0,,,456189132.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.094.140.040,259.835.557.336,(163.547.497.267),-,(7.108.371.598),93.273.828.511,4094140040.0,259835557336.0,-163547497267.0,,-7108371598.0,93273828511.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.785.578.830,23.130.152.288,(22.963.546.309),(12.196.329),(76.622.840),2.863.365.640,2785578830.0,23130152288.0,-22963546309.0,-12196329.0,-76622840.0,2863365640.0
Thuế khác,Thuế khác,Thuế khác,78.050.590,3.654.453.458,(3.639.824.348),-,-,92.679.700,78050590.0,3654453458.0,-3639824348.0,,,92679700.0
,,,83.658.990.877,8.347.040.848.981,(1.393.020.177.340),(6.757.343.777.467),(8.508.537.255),271.827.347.796,83658990877.0,8347040848981.0,-1393020177340.0,-6757343777467.0,-8508537255.0,271827347796.0
