row_label_raw,row_label_full,col_0,1/10/2019VND,Số phát sinh trong năm VND,Phân loại VND,30/9/2020VND,numeric__1/10/2019VND,numeric__Số phát sinh trong năm VND,numeric__Phân loại VND,numeric__30/9/2020VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,7.108.371.598,-,(7.108.371.598),-,7108371598.0,,-7108371598.0,
Thuế khác,Thuế khác,Thuế khác,78.281.186,1.341.654,(76.622.840),3.000.000,78281186.0,1341654.0,-76622840.0,3000000.0
,,,7.186.652.784,1.341.654,(7.184.994.438),3.000.000,7186652784.0,1341654.0,-7184994438.0,3000000.0
