row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,01/01/2021,01/01/2021_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__01/01/2021,numeric__01/01/2021_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
"Tiền, các khoản tương đương tiền","Tài sản tài chính > Tiền, các khoản tương đương tiền","Tiền, các khoản tương đương tiền",286.085.953.704,-,817.692.930.503,-,286085953704.0,,817692930503.0,
"Phải thu khách hàng, phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",770.888.838.655,(5.470.358.613),769.825.654.978,(572.198.765),770888838655.0,-5470358613.0,769825654978.0,-572198765.0
Các khoản cho vay,Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,588.053.139.030,-,387.383.487.968,-,588053139030.0,,387383487968.0,
,,,1.645.027.931.389,(5:470.358.613),1.974.902.073.449,(572.198.765),1645027931389.0,,1974902073449.0,-572198765.0
,,,,,Giá trị ghi sổ kế toán,Giá trị ghi sổ kế toán,,,,
,,,,,31/12/2021VND,01/01/2021VND,,,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,,,289.364.169.009,383.128.776.993,,,289364169009.0,383128776993.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",,,758.005.494.648,1.244.734.027.226,,,758005494648.0,1244734027226.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,,,510.863.953.740,459.907.908.174,,,510863953740.0,459907908174.0
,,,,,1.558.233.617.397,2.087.770.712.393,,,1558233617397.0,2087770712393.0
