row_label_raw,row_label_full,col_0,col_1,31/12/2021,01/01/2021,numeric__col_1,numeric__31/12/2021,numeric__01/01/2021
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
,,,- Công cụ dụng cụ chờ phân bổ,1.245.298.915,1.906.323.525,,1245298915.0,1906323525.0
,,,- Phí hoa hồng môi giới,833.201.131,1.207.366.439,,833201131.0,1207366439.0
,,,- Chi phí trả trước ngắn hạn khác,1.401.694.982,1.271.151.558,,1401694982.0,1271151558.0
,,,,3.480.195.028,4.384.841.522,,3480195028.0,4384841522.0
b),b),b),Dài hạn,,,,,
,,,- Công cụ dụng cụ đang phân bổ,2.542.239.288,8.709.534.778,,2542239288.0,8709534778.0
,,,- Chi phí thuê đất,5.787.708.606,6.884.005.689,,5787708606.0,6884005689.0
,,,- Chi phí thẻ hội viên sân golf,1.837.604.895,1.890.485.835,,1837604895.0,1890485835.0
,,,- Chi phí sửa chữa tài sản,3.608.622.936,5.089.455.075,,3608622936.0,5089455075.0
,,,- Lợi thế kinh doanh (*),146.421.613.085,171.244.452.029,,146421613085.0,171244452029.0
,,,- Chi phí trả trước dài hạn khác,1.194.132.094,3.105.013.167,,1194132094.0,3105013167.0
,,,,161.391.920.904,196.922.946.573,,161391920904.0,196922946573.0
