row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,,,,
Vay và nợ,Tại ngày 31/12/2021 > Vay và nợ,Vay và nợ,158.286.963.266,131.077.205.743,-,289.364.169.009,158286963266.0,131077205743.0,,289364169009.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2021 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",689.277.850.245,68.727.644.403,-,758.005.494.648,689277850245.0,68727644403.0,,758005494648.0
Chi phí phải trả,Tại ngày 31/12/2021 > Chi phí phải trả,Chi phí phải trả,510.863.953.740,-,-,510.863.953.740,510863953740.0,,,510863953740.0
,,,1.358.428.767.251,199.804.850.146,-,1.558.233.617.397,1358428767251.0,199804850146.0,,1558233617397.0
Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,,,,
Vay và nợ,Tại ngày 01/01/2021 > Vay và nợ,Vay và nợ,150.725.768.831,232.403.008.162,-,383.128.776.993,150725768831.0,232403008162.0,,383128776993.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2021 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.177.955.524.349,66.778.502.877,-,1.244.734.027.226,1177955524349.0,66778502877.0,,1244734027226.0
Chi phí phải trả,Tại ngày 01/01/2021 > Chi phí phải trả,Chi phí phải trả,459.907.908.174,-,-,459.907.908.174,459907908174.0,,,459907908174.0
,,,1.788.589.201.354,299.181.511.039,-,2.087.770.712.393,1788589201354.0,299181511039.0,,2087770712393.0
