row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2021,Năm 2020,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,1.489.764.180.617,962.677.072.202,,26.0,1489764180617.0,962677072202.0
02,02,02,2. Các khoản giảm trừ doanh thu,27,1.521.703.013,1.153.617.782,,27.0,1521703013.0,1153617782.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.488.242.477.604,961.523.454.420,,,1488242477604.0,961523454420.0
11,11,11,4. Giá vốn hàng bán,28,1.128.175.474.699,864.401.899.968,,28.0,1128175474699.0,864401899968.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,360.067.002.905,97.121.554.452,,,360067002905.0,97121554452.0
21,21,21,6. Doanh thu hoạt động tài chính,29,70.894.746.268,189.959.102.851,,29.0,70894746268.0,189959102851.0
22,22,22,7. Chi phí tài chính,30,52.863.576.756,22.102.262.771,,30.0,52863576756.0,22102262771.0
23,23,23,Trong đó: Chi phí lãi vay,,29.983.317.576,14.876.922.963,,,29983317576.0,14876922963.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,126.415.522.668,278.975.094.297,,,126415522668.0,278975094297.0
25,25,25,9. Chi phí bán hàng,31,39.020.108.221,24.884.366.311,,31.0,39020108221.0,24884366311.0
26,26,26,10. Chi phí quản lý doanh nghiệp,32,138.349.587.213,97.580.689.240,,32.0,138349587213.0,97580689240.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,327.143.999.651,421.488.433.278,,,327143999651.0,421488433278.0
31,31,31,12. Thu nhập khác,33,2.797.691.637,26.914.830.504,,33.0,2797691637.0,26914830504.0
32,32,32,13. Chi phí khác,34,7.048.887.057,1.020.600.620,,34.0,7048887057.0,1020600620.0
40,40,40,14. Lợi nhuận khác,,(4.251.195.420),25.894.229.884,,,-4251195420.0,25894229884.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,322.892.804.231,447.382.663.162,,,322892804231.0,447382663162.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,35,47.400.004.918,6.962.318.962,,35.0,47400004918.0,6962318962.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,36,11.184.217.265,9.737.133.881,,36.0,11184217265.0,9737133881.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,264.308.582.048,430.683.210.319,,,264308582048.0,430683210319.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,236.700.815.510,428.478.087.521,,,236700815510.0,428478087521.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,27.607.766.538,2.205.122.798,,,27607766538.0,2205122798.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,37,736,1.398,,37.0,736.0,1398.0
