row_label_raw,row_label_full,col_0,col_1,31/12/2021 > Giá trị,31/12/2021 > Số có khả năngtrả nợ,01/01/2021 > Giá trị,01/01/2021 > Số có khả năngtrả nợ,numeric__col_1,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Số có khả năngtrả nợ,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Số có khả năngtrả nợ
,,,,VND,VND,VND,VND,,,,,
a),a),a),Chi tiết theo nhà cung cấp có số dư lớn,Chi tiết theo nhà cung cấp có số dư lớn,Chi tiết theo nhà cung cấp có số dư lớn,Chi tiết theo nhà cung cấp có số dư lớn,Chi tiết theo nhà cung cấp có số dư lớn,,,,,
,,,- Công ty TNHH Đầu tư Xây dựng và Công nghệ Môi trường Dương Nhật,-,-,3.483.300.000,3.483.300.000,,,,3483300000.0,3483300000.0
,,,- Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,7.647.686.483,7.647.686.483,6.525.556.807,6.525.556.807,,7647686483.0,7647686483.0,6525556807.0,6525556807.0
,,,"- Zoomtech co.,Ltd",1.902.360.000,1.902.360.000,-,-,,1902360000.0,1902360000.0,,
,,,- Công ty TNHH Trần Khang Thư,4.421.775.600,4.421.775.600,3.132.518.400,3.132.518.400,,4421775600.0,4421775600.0,3132518400.0,3132518400.0
,,,- Phải trả các đối tượng khác,23.417.621.826,23.417.621.826,19.477.910.901,19.477.910.901,,23417621826.0,23417621826.0,19477910901.0,19477910901.0
,,,,37.389.443.909,37.389.443.909,32.619.286.108,32.619.286.108,,37389443909.0,37389443909.0,32619286108.0,32619286108.0
b),a) > b),b),Trong đó: Phải trả các bên liên quan,215.386.715,215.386.715,43.041.650,43.041.650,,215386715.0,215386715.0,43041650.0,43041650.0
